,tableId,rowIndex,issue_pri,issue_sec
1488,3e9e6cdb-f812-4832-b69c-b8ec0396d585,3,june good establishment of brome and american vetch as well as shrubs willows black poplar rose bushes raspberry bushes vegetation is consistent with off right of way issues with vegetation cover and composition are resolved recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way from the ditchline to the east right of way boundary this disturbed area will be monitored as a part of that pipeline s pcm program one canada thistle plant was identified on ditchline at kp canada thistle plants were identified along ditchline at kp july herbicide application conducted to control canada thistle at kp and no signs of erosion were identified previous erosion issue at kp and kp to are no longer evident issues resolved issues with cross drainages noted in and are no longer evident issues resolved august several patches of canada thistle were observed herbicide application conducted intermittent perennial sow thistle patches were observed throughout herbicide application was conducted to control although still present substantial progress in the control of canada thistle and perennial sow thistle was observed affected area of canada thistle reduced from m down to a few patches and reduced density of perennial sow thistle over time was noted,treed
1489,3e9e6cdb-f812-4832-b69c-b8ec0396d585,4,june good establishment of vegetation grasses clover vetch cross drains well vegetated and functioning depressions on ditch line that could result in ponding at and noted in were not identified as impeding the recovery of the row therefore the issues are resolved erosion at kp is no longer evident issue resolved perennial sow thistle noted sporadically at kp to end of mainly on ditchline and east side of row canada thistle plants observed just south of road crossing at kp july intermittent herbicide application conducted to control perennial sow thistle from kp to end of and canada thistle at kp august several patches of canada thistle and intermittent perennial sow thistle were observed from kp to herbicide application conducted to control scentless chamomile noted on row in and no longer present issue resolved although still present substantial progress in the control of canada thistle was observed affected area of canada thistle reduced from m down to several patches in,treed
1490,3e9e6cdb-f812-4832-b69c-b8ec0396d585,5,june good establishment of vegetation grasses clover vetch similar weed to off row patches of reduced vegetation noted in and no longer reported issues resolved cross drains well vegetated and functioning perennial sow thistle noted throughout tract mainly on ditchline and east side of row july intermittent herbicide application conducted to control perennial sow thistle august intermittent perennial sow thistle observed herbicide application conducted to control,treed
1491,3e9e6cdb-f812-4832-b69c-b8ec0396d585,6,june vegetation is comparable to off row vetch grasses clover patches of reduced vegetation noted in related to woody debris at kp and in no longer reported issues resolved cross drains functioning effectively small patch of perennial sow thistle observed at kp july herbicide application conducted to control perennial sow thistle at kp august intermittent perennial sow thistle observed throughout herbicide application conducted to control canada thistle no longer present in issue resolved subsidence noted in kp and and screw anchor depressions noted in kp are no longer noted and have not impeded the recovery of the row therefore those issues are considered resolved,treed
1492,3e9e6cdb-f812-4832-b69c-b8ec0396d585,7,june treed fen is functional and well vegetated vegetation cover issues noted in is resolved with no mulch present adjacent construction has disturbed the east side of row within wetland black spruce and tamarack are established along row labrador tea present within treed fen august no noxious weed were observed in the wetland september the early seral stage vegetative growth e g tamarack black spruce willow sphagnum moss sedges common cattails reeds bog birch labrador tea is well established throughout the length of the row in the wetland the slightly mounded roach has provided a good growing site for the infilling of vegetation e g tamarack cm there is no evidence of cross drainage hydrology issues there has been some minor influence ponded water on the recovery trajectory with the recent construction of an adjacent pipeline in the area has had high precipitation during the summer of the wetland is functional and no further monitoring recommended,treed bog
1493,3e9e6cdb-f812-4832-b69c-b8ec0396d585,8,june good establishment of brome and american vetch as well as tamarack willows and birch establishing along ditchline and west side of row recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way from the ditchline to the east right of way boundary this disturbed area will be monitored as a part of that pipeline s pcm program august no noxious weed observed issues with perennial sow thistle and canada thistle resolved,treed
1494,3e9e6cdb-f812-4832-b69c-b8ec0396d585,9,june pipeline marker sign has been installed issue resolved diversion berms on south facing slope on north side of watercourse crossing well vegetated and stable additional silt fencing installed due to recent adjacent pipeline construction recent rains have increased flow within watercourse considerably coir lifts remain stable no erosion evident emerging willow chutes evident between coir lifts a considerable amount of perennial sow thistle was identified along the north bank of the watercourse on and off right of way june south side of watercourse bank and coir lifts remain stable willows emerging along bank vegetation establishing well vegetation consistent with off right of way previous vegetation cover issues noted in and are resolved july herbicide application conducted spot spraying to control perennial sow thistle canada thistle no longer present at kp issue resolved,bald mountain creek wc
1495,3e9e6cdb-f812-4832-b69c-b8ec0396d585,10,june vegetation establishing well vegetation consistent with off right of way good establishment of brome american vetch and willows one patch of perennial sow thistle identified at july herbicide application conducted spot spraying to control perennial sow thistle at kp august no noxious weed observed canada thistle no longer present issue resolved perennial sow thistle reduced from affecting meters to patch at kp,treed
1496,3e9e6cdb-f812-4832-b69c-b8ec0396d585,11,june good establishment of brome american vetch willows and aspen consistent with off right of way one patch of perennial sow thistle identified at july herbicide application conducted spot spraying to control perennial sow thistle at kp recent ngtl pipeline construction has disturbed the majority of the south portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program august intermittent perennial sow thistle observed from kp to herbicide application conducted to control canada thistle no longer present issue resolved,treed
1497,3e9e6cdb-f812-4832-b69c-b8ec0396d585,12,june recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program good establishment of brome american vetch and willows comparable to off right of way previous dominance of horsetail no longer noted issue resolved a patch of perennial sow thistle was identified at kp and kp canada thistle located at kp july herbicide application conducted spot spraying to control perennial sow thistle at kp and kp and canada thistle at kp august intermittent meadow hawkweed and perennial sow thistle observed throughout several patches of canada thistle herbicide application spot spraying conducted to control although still present substantial progress in controlling canada thistle which was reduced from affecting meter to several patches at the end of,treed
1498,3e9e6cdb-f812-4832-b69c-b8ec0396d585,13,june vegetation is well established and comparable to off row vetch grasses clover willows and shrubs are present recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program perennial sow thistle observed at kp and to end of july herbicide application conducted spot spraying to control perennial sow thistle at kp and kp to end of august intermittent perennial sow thistle observed throughout herbicide application spot spraying conducted to control,treed
1499,3e9e6cdb-f812-4832-b69c-b8ec0396d585,14,june vegetation is well established and comparable to off row vetch grasses clover willows and shrubs are present vegetation issue noted in no longer evident issue resolved coarse fragments woody debris noted in no longer evident and did not impede the recovery of the row issue resolved perennial sow thistle intermittent throughout tract recommend herbicide application july herbicide application conducted spot spraying to control perennial sow thistle throughout previously repaired erosion at kp to noted as kp in has established vegetation and erosion breakers functioning effectively issue resolved rd party disturbance at kp and and no longer evident issues resolved cross drains functioning august intermittent perennial sow thistle observed throughout herbicide application spot spraying conducted to control,treed
1500,3e9e6cdb-f812-4832-b69c-b8ec0396d585,15,june vegetation is well established and comparable to off row vetch grasses clover willows and shrubs are present vegetation issue noted in no longer evident issue resolved coarse fragments woody debris noted in and no longer evident and did not impede the recovery of the row issue resolved erosion kp and depression ponding kp and and cross drain kp issues are no longer evident areas are fully vegetated issues are resolved august meadow hawkweed patches were observed from kp to intermittent perennial sow thistle patches were observed from kp to herbicide application spot spraying conducted to control,treed
1501,3e9e6cdb-f812-4832-b69c-b8ec0396d585,16,june banks are stable and well vegetated no erosion noted previous ponding no longer evident and erosion noted is well vegetated issues resolved,tributary to bald mountain creek wc
1502,3e9e6cdb-f812-4832-b69c-b8ec0396d585,17,june vegetation is well established and comparable to off row vetch grasses clover willows and shrubs are present cross drains functioning effectively august no noxious weed observed,treed
1503,3e9e6cdb-f812-4832-b69c-b8ec0396d585,18,june vegetation is well established and comparable to off row vetch grasses clover willows and shrubs are present perennial sow thistle at kp recommend herbicide application scentless chamomile picked and bagged at kp emerging smaller plants noted recommend herbicide application july herbicide application conducted spot spraying to control perennial sow thistle at kp and scentless chamomile at kp august no noxious weed observed canada thistle no longer present issue resolved although still present substantial progress was achieved in the control of scentless chamomile reduced from m in to one location in and perennial sow thistle reduced from m in to one location in,treed
1504,3e9e6cdb-f812-4832-b69c-b8ec0396d585,19,june banks are stable and well vegetated previous erosion noted is well vegetated and no longer an issue drainage tie in from road ditch is steep in sections and flows onto and across row is not a pipe integrity or land use concern issue resolved no marker posts present on wc recommend installation september signs and marker post installed at w issue resolved,tributary to bald mountain creek wc
1505,3e9e6cdb-f812-4832-b69c-b8ec0396d585,20,june excellent vegetation established and comparable to off row vetch grasses clover willows and shrubs are present intermittent bare patches no longer noted issue resolved vegetation cover issue noted in is resolved cross drains are functioning effectively august intermittent meadow hawkweed patches were observed from kp to canada thistle from kp to and perennial sow thistle patches were observed throughout herbicide application conducted to control a very small patch of scentless chamomile was observed at kp chamomile was handpicked and bagged for disposal,treed
1506,3e9e6cdb-f812-4832-b69c-b8ec0396d585,21,june banks are stable and well vegetated coir banks are stable excellent willow and shrub establishment no marker posts present on wc recommend installation september installed signs and posts at wc issue resolved,tributary to bald mountain creek wc
1507,3e9e6cdb-f812-4832-b69c-b8ec0396d585,22,june good establishment of brome american vetch and willows comparable to off row previously assessed bare areas and heavy mulch locations are establishing suitable vegetation issue resolved vegetation issues noted in and including vegetation composition issue noted from kp to are resolved erosion repair completed in is no longer evident issue resolved a patch of perennial sow thistle was identified at kp july herbicide application conducted spot spraying to control perennial sow thistle at kp august no noxious weed observed canada thistle no longer present on row issue resolved,treed
1508,3e9e6cdb-f812-4832-b69c-b8ec0396d585,23,june vegetation establishing well vegetation consistent with off right of way good establishment of willow aspen and shrubs bare patches are no longer evident issues resolved vegetation issues noted in and are resolved one patch of perennial sow thistle identified at kp july herbicide application conducted spot spraying to control perennial sow thistle at kp august no noxious weed observed canada thistle no longer present on row issue resolved although still present perennial sow thistle aerial extent had been greatly reduced from approximately m in to one patch at kp in,treed
1509,3e9e6cdb-f812-4832-b69c-b8ec0396d585,24,june unnamed tributary to bald mountain creek banks are stable and well vegetated minimal flow is observed at this time previously reported erosion is establishing good vegetation minimal depression consistent with adjacent land use issue resolved,tributary to bald mountain creek wc
1510,3e9e6cdb-f812-4832-b69c-b8ec0396d585,25,june vegetation establishing well vegetation consistent with off row good establishment of willow aspen shrubs grasses and american vetch vegetation issue noted in at kp and intermittent bare and reduced vegetation patches noted in and are no longer evident issues resolved ponding water and erosion noted in at kp are no longer evident issues resolved one patch of perennial sow thistle identified at kp july herbicide application conducted spot spraying to control perennial sow thistle at kp august perennial sow thistle patches were observed from kp to herbicide applied to control canada thistle no longer present issue resolved although still present perennial sow thistle extent has been reduced from approximately m in to m in,treed
1511,3e9e6cdb-f812-4832-b69c-b8ec0396d585,26,june drainage is well vegetated no issues noted slumping noted in has stabilized and has not hindered the recovery of the row issue resolved,drainage d
1512,3e9e6cdb-f812-4832-b69c-b8ec0396d585,27,june vegetation establishing well vegetation consistent with off row good establishment of american vetch grasses willows and shrubs slopes are well vegetated and stable no erosion issues august no noxious weed observed perennial sow thistle and canada thistle are no longer present issues resolved,treed
1513,3e9e6cdb-f812-4832-b69c-b8ec0396d585,28,june vegetation establishing well vegetation consistent with off row good establishment of grasses clover willows aspen and shrubs reduced vegetation associated with woody debris along spoil side noted in is no longer evident issue resolved recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program slopes are well vegetated and stable no erosion issues august no noxious weed were observed,treed
1514,3e9e6cdb-f812-4832-b69c-b8ec0396d585,29,june vegetation establishing well vegetation consistent with off row good establishment of grasses willows and shrubs vegetation issue noted in no longer present issue resolved recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program slopes and diversion berms are well vegetated and stable no erosion issues august intermittent perennial sow thistle individuals were observed throughout several patches of canada thistle observed herbicide applied to control,treed
1515,3e9e6cdb-f812-4832-b69c-b8ec0396d585,30,june unnamed tributary to bald mountain creek banks are stable and well vegetated moderate flow is observed at this time,tributary to bald mountain creek wc
1516,3e9e6cdb-f812-4832-b69c-b8ec0396d585,31,june vegetation is well established with desirable species throughout row south portion of no longer noted to have reduced vegetation cover noted in issue resolved vegetation issue noted in no longer present issue resolved willows bushes and saplings are encroaching well onto west side of row no erosion or subsidence issues ponding noted at kp in is no longer evident issue resolved august several meadow hawkweed patches were observed from kp to herbicide applied to control canada thistle and perennial sow thistle are no longer present on row issues are resolved,treed
1517,3e9e6cdb-f812-4832-b69c-b8ec0396d585,32,june recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program banks of watercourse are well vegetated and stable remove sediment fencing at kp previously identified slumping ponding over ditch line at kp is well vegetated and stable with no erosion issues present issue resolved september sediment fencing removed at kp issue resolved,drainage d
1518,3e9e6cdb-f812-4832-b69c-b8ec0396d585,33,june vegetation is well established with desirable species throughout row willows bushes and saplings are encroaching well onto west side of row vegetation cover issue noted in no longer present issue resolved no erosion or subsidence issues august no noxious weed observed,treed
1519,3e9e6cdb-f812-4832-b69c-b8ec0396d585,34,june vegetation is well established with desirable species throughout row willows bushes and saplings are encroaching well onto west side of row vegetation issues noted in and kp and no longer present issues resolved no erosion or subsidence issues kp erosion no longer evident due to vegetation cover issue resolved august meadow hawkweed patch was observed at kp and perennial sow thistle patches were observed from kp to herbicide applied to control,treed
1520,3e9e6cdb-f812-4832-b69c-b8ec0396d585,35,june kp banks of unnamed creek are stable and well vegetated due to a beaver dam the creek has little to no flow willows are establishing well along creek banks bull thistle no longer present on row issue resolved,tributary to bald mountain creek wc
1521,3e9e6cdb-f812-4832-b69c-b8ec0396d585,36,june vegetation is well established with desirable species throughout row willows bushes and saplings are encroaching well onto west side of row vegetation issue as well as woody debris issue noted in and no longer present issues resolved no noxious weed identified previously installed wattles in drainage at kp noted as early as are functioning well vegetation establishment throughout and soils are stable issue resolved no erosion or subsidence issues august no noxious weed observed canada thistle and perennial sow thistle are no longer present issues resolved,treed
1522,3e9e6cdb-f812-4832-b69c-b8ec0396d585,37,june vegetation is well established with desirable species throughout row all previously noted vegetation issues to are resolved associated woody debris noted in is not impacting row recovery issue resolved willows bushes and saplings are encroaching well onto west side of row no noxious weed identified no erosion or subsidence issues august meadow hawkweed patch was observed at kp herbicide applied to control scentless chamomile noted in and canada thistle are no longer present issues resolved,treed
1523,3e9e6cdb-f812-4832-b69c-b8ec0396d585,38,june vegetation is well established with desirable species throughout row all previously noted vegetation cover issues are resolved willows bushes and saplings are encroaching well onto west side of row no noxious weed identified hill slope and diversion berms are stable no erosion or subsidence issues august no noxious weed observed scentless chamomile canada thistle and perennial sow thistle no longer present issues resolved,treed
1524,3e9e6cdb-f812-4832-b69c-b8ec0396d585,39,june vegetation establishing well vegetation consistent with off row vegetation issue noted in is resolved good establishment of grasses clover willows and shrubs erosion repair from kp within drainage has established excellent vegetation breakers have filled in with sedimentation restoring natural contour to drainage breakers remain functional in mitigating erosion issue is resolved erosion noted in at kp no longer evident issue resolved recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program slopes and diversion berms are well vegetated and stable no erosion issues august intermittent meadow hawkweed patches were observed throughout several canada thistle perennial sow thistle and bull thistle individuals were observed in the herbicide applied to control scentless chamomile no longer present issue resolved,treed
1525,3e9e6cdb-f812-4832-b69c-b8ec0396d585,40,june vegetation well established and consistent with off row good establishment of willows and shrubs vegetation issue noted in is resolved no noxious weed were identified within this tract erosion repair from within drainage at kp is providing adequate function good establishment of vegetation and stabilization of soils confirming that issue is resolved erosion noted in at kp the same issue noted in at kp is no longer evident issue resolved recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program previously assessed bare areas continue to improve with establishment of vegetation trajectory approaching adjacent land capability issue resolved tall buttercup was identified at kp across the right of way on what appears to be an old trail also located off row recommend herbicide application july herbicide application conducted spot spraying to control tall buttercup at kp august intermittent meadow hawkweed and perennial sow thistle patches were observed throughout several small patches of common tansy were observed at kp herbicide application conducted to control canada thistle no longer present issue resolved,treed
1526,3e9e6cdb-f812-4832-b69c-b8ec0396d585,41,june vegetation well established and consistent with off row vegetation issue noted in is resolved good establishment of willows and shrubs no noxious weed were identified within this tract hill slopes and berms are stable and well vegetated recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program august several meadow hawkweed patches were observed throughout herbicide applied to control,treed
1527,3e9e6cdb-f812-4832-b69c-b8ec0396d585,42,june vegetation well established and consistent with off row good establishment of willows and shrubs no noxious weed were identified within this tract recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way this disturbed area will be monitored as a part of that pipeline s pcm program august several meadow hawkweed patches were observed throughout herbicide applied to control,treed
1528,3e9e6cdb-f812-4832-b69c-b8ec0396d585,43,june wc unnamed tributary to bald mountain creek banks are stable and continue to improve with establishment of vegetation trajectory approaching adjacent land capability vegetation issues noted in and are resolved moderate flow is observed within the watercourse at this time minor slumping as previously reported remains unchanged since it does not impede land capability in comparison to adjacent lands and it does not impose a safety or pipe integrity concern issue resolved,tributary to bald mountain creek wc
1529,3e9e6cdb-f812-4832-b69c-b8ec0396d585,44,june d as previously assessed exhibiting minor slumping no change to conditions no safety or pipe integrity concerns with land capability comparable to adjacent lands soil conditions remain stable with good vegetation established in and around minor slumping issue resolved august no noxious weed observed,drainage d
1530,3e9e6cdb-f812-4832-b69c-b8ec0396d585,45,june d as previously assessed exhibiting minor slumping no change to conditions no safety or pipe integrity concerns with land capability comparable to adjacent lands soil conditions remain stable with good vegetation established in and around minor slumping issue resolved august no noxious weed observed,drainage d
1531,3e9e6cdb-f812-4832-b69c-b8ec0396d585,46,june d as previously assessed exhibiting minor slumping first noted in no change to conditions no safety or pipe integrity concerns with land capability comparable to adjacent lands soil conditions remain stable with good vegetation established in and around minor slumping issue resolved august no noxious weed observed,drainage d
1532,3e9e6cdb-f812-4832-b69c-b8ec0396d585,47,,rare plant snakeskin liverwort
1533,3e9e6cdb-f812-4832-b69c-b8ec0396d585,48,june banks are stable and well vegetated with grasses and willows moderate flow is observed within the watercourse at this time minor slumping as previously reported remains unchanged it does not impede land capability in comparison to adjacent lands and it does not impose a safety or pipe integrity concern confirming issue is resolved,tributary to bald mountain creek wc
1534,3e9e6cdb-f812-4832-b69c-b8ec0396d585,49,,rare plant snakeskin liverwort
1535,3e9e6cdb-f812-4832-b69c-b8ec0396d585,50,june vegetation well established and consistent with off row good establishment of willows and shrubs no noxious weed were identified within this tract recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way recent construction project crosses over right of way at kp this disturbed area will be monitored as a part of that pipeline s pcm program,treed
1536,3e9e6cdb-f812-4832-b69c-b8ec0396d585,51,june vegetation well established and consistent with off row good establishment of willows and shrubs areas if thinner vegetation noted in are no longer evident issue resolved diversion berms and steep slopes are stable and well vegetated tall buttercup identified for m along ditchline at the south end of the tract and off row within foreign well site access road july herbicide application conducted spot spraying to control tall buttercup august intermittent meadow hawkweed patches were observed throughout herbicide applied to control,treed
1537,3e9e6cdb-f812-4832-b69c-b8ec0396d585,52,june banks are stable and well vegetated with grasses and emerging willows presence of sediment within watercourse is attributed to recent high runoff levels moderate flow is observed within the watercourse at this time minor slumping as previously reported remains unchanged it does not impede land capability in comparison to adjacent lands and it does not impose a safety or pipe integrity concern issue resolved scentless chamomile no longer present issue resolved,tributary to bald mountain creek wc
1538,3e9e6cdb-f812-4832-b69c-b8ec0396d585,53,,rare plant snakeskin liverwort
1539,3e9e6cdb-f812-4832-b69c-b8ec0396d585,54,june banks are stable and well vegetated with grasses and emerging willows minimal flow is observed within the watercourse minor slumping as previously reported remains unchanged first noted in it does not impede land capability in comparison to adjacent lands and it does not impose a safety or pipe integrity concern issue resolved,tributary to bald mountain creek wc
1540,3e9e6cdb-f812-4832-b69c-b8ec0396d585,55,june vegetation well established and consistent with off row good establishment of willows evergreens and shrubs diversion berms and steep slopes are stable and well vegetated recent ngtl pipeline construction has disturbed the majority of the east portion of the right of way on the south half of recent construction project crosses over right of way at kp this disturbed area will be monitored as a part of that pipeline s pcm program vegetation issue noted within ephemeral draw at kp is no longer evident issue resolved tall buttercup identified for m at the north end of the tract and at kp at foreign line crossing and to west off row july herbicide application conducted spot spraying to control tall buttercup august meadow hawkweed was observed from kp to several bull thistle plants observed herbicide applied to control although still present tall buttercup was reduced in extent from approximately m in to m in,treed
1541,3e9e6cdb-f812-4832-b69c-b8ec0396d585,56,june vegetation is well established with desirable species throughout row vegetation issue and associated woody debris issues are resolved good establishment of willows rosebushes and poplar saplings no noxious weed identified soil pile noted in no longer present issue resolved no erosion or subsidence issues august several meadow hawkweed patches were observed throughout a few bull thistle individuals were observed in the herbicide applied to control,treed
1542,3e9e6cdb-f812-4832-b69c-b8ec0396d585,57,june vegetation is well established with desirable species throughout row good establishment of willows rosebushes and poplar saplings previous issues including those noted in and with vegetation cover is resolved no noxious weed identified no erosion or subsidence issues erosion issue at kp no longer present issue resolved august intermittent meadow hawkweed patches were observed throughout perennial sow thistle at kp herbicide applied to control,treed
1543,3e9e6cdb-f812-4832-b69c-b8ec0396d585,58,june vegetation is well established with desirable species throughout row good establishment of willows rosebushes and poplar saplings previous issue including those noted in and with vegetation cover is resolved no noxious weed identified no erosion or subsidence issues subsidence noted in is no longer evident issue resolved kp and ponding across row has re appeared but is stable with wetland vegetation well established issue resolved cross drains through tract appear stable with good vegetation growth august meadow hawkweed individuals were observed throughout herbicide applied to control bull thistle no longer present issue resolved,treed
1544,3e9e6cdb-f812-4832-b69c-b8ec0396d585,59,no issues noted,drainage d
1545,3e9e6cdb-f812-4832-b69c-b8ec0396d585,60,june vegetation is well established with desirable species throughout row vegetation cover issues are resolved good establishment of willows rosebushes and poplar saplings no noxious weed identified no erosion or subsidence issues august several meadow hawkweed individuals were observed throughout herbicide applied to control canada thistle no longer present issue resolved,treed
1546,3e9e6cdb-f812-4832-b69c-b8ec0396d585,61,june vegetation is well established with desirable species throughout row vegetation issues are resolved good establishment of willows rosebushes and poplar saplings no noxious weed identified no erosion or subsidence issues august several meadow hawkweed individuals were observed throughout herbicide applied to control scentless chamomile perennial sow thistle and canada thistle are no longer present issues resolved,treed
1547,3e9e6cdb-f812-4832-b69c-b8ec0396d585,62,june drainage bed and banks are stable subsidence previously noted first in has not impeded the recovery of the row issue resolved,drainage d
1548,3e9e6cdb-f812-4832-b69c-b8ec0396d585,63,june vegetation is well established with desirable species throughout row vegetation issues are resolved good establishment of willows rosebushes and poplar saplings no noxious weed identified no erosion or subsidence issues issue noted in within cross drain at kp no longer evident issue resolved august meadow hawkweed was observed throughout herbicide applied to control scentless chamomile noted in and is no longer present issue resolved,treed
1549,3e9e6cdb-f812-4832-b69c-b8ec0396d585,64,june vegetation is well established with desirable species throughout row vegetation issues are resolved good establishment of willows rosebushes and poplar saplings no noxious weed identified no erosion or subsidence issues cross drains are vegetated and functioning issues with ponding water are resolved foreign line crossing disturbances kp and are stable with no significant erosion vegetation is establishing issues resolved august meadow hawkweed was observed throughout herbicide applied to control a small patch of scentless chamomile plants was handpicked and bagged for disposal tall buttercup and bull thistle are no longer present issues resolved,treed
1550,3e9e6cdb-f812-4832-b69c-b8ec0396d585,65,june vegetation is well established with desirable species throughout row vegetation issues are resolved good establishment of willows rosebushes and poplar saplings no noxious weed identified no erosion or subsidence issues cross drains are vegetated and stable kp hydrovac hole identified at foreign pipeline crossing was filled in issue resolved august meadow hawkweed was observed throughout herbicide applied to control scentless chamomile no longer present issue resolved,treed
1551,3e9e6cdb-f812-4832-b69c-b8ec0396d585,66,june good establishment of grasses and native vegetation consistent with off right of way issue of species composition is resolved vegetation cover issue is resolved no noxious weed were identified within this tract area around valve station kp has been disturbed by recent construction this disturbed area will be monitored as a part of that pipeline s pcm program august meadow hawkweed was observed throughout herbicide applied to control scentless chamomile and ox eyed daisy no longer present issues resolved,treed
1552,3e9e6cdb-f812-4832-b69c-b8ec0396d585,67,june good establishment of grasses and native vegetation consistent with off right of way vegetation cover issue is resolved no noxious weed were identified within this tract august no noxious weed observed scentless chamomile no longer present issue resolved,treed
1553,3e9e6cdb-f812-4832-b69c-b8ec0396d585,68,june good establishment of grasses shrubs and willows along right of way consistent with off right of way and vegetation cover issues are resolved no noxious weed were identified within this tract kp ponding no longer evident issue resolved august intermittent meadow hawkweed patches were observed throughout herbicide applied to control scentless chamomile no longer present issue is resolved,treed
1554,3e9e6cdb-f812-4832-b69c-b8ec0396d585,69,june good establishment of grasses native vegetation willows shrubs aspen and evergreen consistent with off right of way and vegetation cover and associated woody debris issues are resolved no noxious weed were identified within this tract adequate drainage across right of way atv activity no longer noted issue resolved august and meadow hawkweed was observed throughout herbicide applied to control scentless chamomile and perennial sow thistle are no longer present issues resolved,treed
1555,3e9e6cdb-f812-4832-b69c-b8ec0396d585,70,,rare plant northern moonwort
1556,3e9e6cdb-f812-4832-b69c-b8ec0396d585,71,june good establishment of grasses native vegetation willows shrubs and evergreen consistent with off right of way vegetation cover issue resolved no noxious weed were identified within this tract recent ngtl pipeline construction ends at kp row has been recently disturbed from kp to this disturbed area will be monitored as a part of that pipeline s pcm program kp ponding noted in no longer evident issue resolved august meadow hawkweed was observed throughout herbicide applied to control canada thistle scentless chamomile bull thistle and perennial sow thistle no longer present issues resolved,treed
1557,3e9e6cdb-f812-4832-b69c-b8ec0396d585,72,june good establishment of grasses native vegetation willows aspen shrubs and evergreen consistent with off right of way vegetation cover issue is resolved a patch of tall buttercup was observed at kp recommend herbicide application july herbicide application conducted spot spraying to control tall buttercup at kp august patches of meadow hawkweed were observed throughout herbicide applied to control canada thistle scentless chamomile and perennial sow thistle no longer present issues resolved,treed
1558,3e9e6cdb-f812-4832-b69c-b8ec0396d585,73,june drainage exhibiting minor slumping first noted in no change to conditions no safety or pipe integrity concerns with land capability comparable to adjacent lands soil conditions remain stable with good vegetation establishing in and around minor slumping issues resolved minor rutting is evident attributed to recreational atv activity,w drainage d
1559,3e9e6cdb-f812-4832-b69c-b8ec0396d585,74,june vegetation is well established with desirable species throughout row good establishment of willows wild rose bushes and poplar saplings vegetation cover issues noted in and no longer evident issue resolved no erosion or subsidence issues erosion previously noted at kp and and no longer evident issues resolved atv ruts through tract tall buttercup identified in patches and intermittently throughout row july tall buttercup with a lot of emerging plants was identified on east side of row at herbicide was not applied due to proximity to rare plant populations bags of tall buttercup were picked and bagged within the rare plant area to,treed
1560,3e9e6cdb-f812-4832-b69c-b8ec0396d585,75,august intermittent meadow hawkweed patches were observed throughout herbicide applied to control no weed observed within proximity to rare plant location although still present tall buttercup was reduced in extent from approximately m in to one location in,
1561,3e9e6cdb-f812-4832-b69c-b8ec0396d585,76,,rare plant northern moonwort
1562,3e9e6cdb-f812-4832-b69c-b8ec0396d585,77,june tributary is stable and densely vegetated with minimal flow no issues pipeline markers are absent recommend installing september installed signs and marker posts on both sides of wc issue resolved,tributary to cutbank river wc
1563,3e9e6cdb-f812-4832-b69c-b8ec0396d585,78,june tributary is stable and densely vegetated with minimal flow no issues pipeline markers are absent recommend installing september installed signs and marker posts on both sides of wc issue resolved,tributary to cutbank river wc
1564,3e9e6cdb-f812-4832-b69c-b8ec0396d585,79,june vegetation is well established with desirable species throughout row good establishment of willows wild rose bushes and poplar saplings no erosion or subsidence issues atv ruts through tract tall buttercup identified in patches and intermittently throughout row recommend herbicide application july herbicide application conducted spot spraying to control tall buttercup one oxeyed daisy was picked and bagged at rare plant areas were identified and herbicide was not applied within proximity to the rare plant locations weed were handpicked within this area,treed
1565,3e9e6cdb-f812-4832-b69c-b8ec0396d585,80,august individuals of meadow hawkweed were observed throughout herbicide applied to control no weed observed within buffer at rare plant location at kp scentless chamomile no longer present issue resolved,
1566,3e9e6cdb-f812-4832-b69c-b8ec0396d585,81,june drainage stable and functioning,seasonal drainage
1567,3e9e6cdb-f812-4832-b69c-b8ec0396d585,82,,rare plant northern moonwort
1568,3e9e6cdb-f812-4832-b69c-b8ec0396d585,83,june vegetation is well established with desirable species throughout row vegetation cover issue is resolved good establishment of willows wild rose bushes and poplar saplings no erosion or subsidence issues atv ruts through tract tall buttercup identified in patches and intermittently throughout row recommend herbicide application july herbicide application conducted spot spraying to control tall buttercup herbicide was not applied within proximity to the rare plant locations weed were handpicked within this area august individual meadow hawkweed plants were observed throughout herbicide applied to control,treed
1569,3e9e6cdb-f812-4832-b69c-b8ec0396d585,84,,rare plant northern moonwort
