tableId,rowIndex,rowCounter,status_bin,status_txt,status,unresolved_prob,resolved_prob,status_code,Id,predicted_prob,predicted_status_code,predicted_status_label
397db969-9996-4d9e-bb05-6df69d0fe4a4,148,4.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.47295699999999996,0.52704304,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,148,5.0,,"August 1, 2018  - Trench crown present through wetland with sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",Resolved,0.012839856,0.9871601999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,148,6.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover.",Unresolved,0.8481278,0.15187223,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,148,7.0,,"August 1, 2018  - Wetland exhibiting semi-saturated conditions with no visible surface water present.",Unresolved,0.8111526,0.1888475,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,148,8.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags and good vegetation cover.",Unresolved,0.8802728000000001,0.119727165,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,148,9.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.82042325,0.17957671,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,149,1.0,,"July 31, 2018 – No issues observed.",Resolved,0.03469324,0.9653067,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,1.0,,"August 1, 2018 - Shrubby Fen on ROW from KP 40+600 to 40+800 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",Resolved,0.0071013714000000006,0.9928985999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,2.0,,"August 1, 2018  - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control.",Unresolved,0.80718195,0.19281802,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,3.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids, alder, willow, horsetails and broadleaf shrubs.",Unresolved,0.6768225999999999,0.32317740000000006,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,4.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.42524627,0.57475376,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,5.0,,"August 1, 2018  - Trench crown present through wetland with sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",Resolved,0.010528263999999999,0.98947173,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,6.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover.",Unresolved,0.8463187,0.15368125,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,7.0,,"August 1, 2018  - Wetland exhibiting semi-saturated conditions with no visible surface water present.",Unresolved,0.7928293000000001,0.20717075,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,8.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags and good vegetation cover.",Unresolved,0.90300876,0.09699131,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,150,9.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.8525033999999999,0.14749654,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,151,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses, broadleaf shrubs, common yarrow, aspen, willows and alder trees.",Resolved,0.2524657,0.7475343000000001,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,151,2.0,,"July 31, 2018  - No noxious weeds were identified within tract.",Resolved,0.24351847,0.7564814999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,151,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.24507008,0.7549299,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,151,4.0,,"July 31, 2018  - No soil stability, subsidence, erosion or ponding issues were identified within tract.",Resolved,0.02263805,0.9773620000000001,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,1.0,,"August 1, 2018 - Fen on ROW from KP 40+800 to 40+900 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",Resolved,0.0051505393,0.9948494000000001,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,2.0,,"August 1, 2018   - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control.",Unresolved,0.79939663,0.20060329,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,3.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids, alder, willow, horsetails and broadleaf shrubs.",Unresolved,0.7741178000000001,0.22588216,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,4.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.48908609999999997,0.51091385,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,5.0,,"August 1, 2018  - Trench crown present through wetland with sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",Resolved,0.008772545,0.99122745,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,6.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover.",Unresolved,0.85098815,0.14901182,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,7.0,,"August 1, 2018  - Wetland exhibiting semi-saturated conditions with no visible surface water present.",Unresolved,0.77351546,0.22648457,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,8.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags and good vegetation cover.",Unresolved,0.8901073,0.10989271,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,152,9.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.83757323,0.16242684,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,1.0,,"August 1, 2018 - Treed Swamp on ROW from KP 41+100 to 41+600 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",Resolved,0.008709853,0.9912901,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,2.0,,"August 1, 2018   - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control.",Unresolved,0.8003114,0.1996886,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,3.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids, willows, horsetails and broadleaf shrubs. Excellent establishment of alder trees along spoil side of ROW within wetland.",Resolved,0.32102588,0.67897415,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,4.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.42991006,0.57008994,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,5.0,,"August 1, 2018  - Trench crown present through wetland with sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",Resolved,0.010221875,0.9897780999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,6.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover.",Unresolved,0.8587985,0.14120156,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,7.0,,"August 1, 2018   - Wetland exhibiting semi-to fully-saturated conditions with intermittent pouches of standing water throughout.",Unresolved,0.7913581000000001,0.20864187,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,8.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags and good vegetation cover.",Unresolved,0.8708834999999999,0.12911646,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,153,9.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.84857154,0.15142849,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,154,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses, broadleaf shrubs, common yarrow, willows and alder trees.",Resolved,0.25828174,0.74171823,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,154,2.0,,"July 31, 2018  - No noxious weeds were identified within tract.",Resolved,0.26495972,0.73504025,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,154,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.26083428,0.7391656999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,154,4.0,,"July 31, 2018  - No soil stability, subsidence, erosion or ponding issues were identified within tract.",Resolved,0.029385831,0.9706142,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,1.0,,"August 1, 2018 - Shrubby Fen on ROW from KP 41+600 to 41+840 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",Resolved,0.007471373000000001,0.9925287,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,2.0,,"August 1, 2018   - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control.",Unresolved,0.8214610000000001,0.17853893,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,3.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids, alder, willow, horsetails and broadleaf shrubs.",Unresolved,0.7103302,0.28966978,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,4.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.42763909999999994,0.572361,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,5.0,,"August 1, 2018  - Trench crown present through wetland but has settled as a result of the hydrologic influence of the wetland. Sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",Resolved,0.010139132,0.9898609,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,6.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover and hydrologic conditions.",Unresolved,0.7849798000000001,0.21502027,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,7.0,,"August 1, 2018  - Wetland exhibiting fully-saturated conditions with standing water present throughout.",Unresolved,0.9417665000000001,0.058233466,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,8.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of standing water, snags and good vegetation cover.",Unresolved,0.88219726,0.11780275400000001,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,155,9.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.8054905,0.19450957,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,1.0,,"August 1, 2018 - Treed Fen on ROW from KP 41+900 to 44+200 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained. High peat accumulation in areas suggests that portions of this wetland is succeeding to transforming into a bog.",Resolved,0.006289930500000001,0.99371004,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,2.0,,"August 1, 2018   - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control.",Unresolved,0.8203214,0.17967859,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,3.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids, alder, horsetails, broadleaf shrubs, sphagnum mosses, Labrador tea and black spruce.",Unresolved,0.5287022,0.47129783,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,4.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.43706438,0.56293565,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,5.0,,"August 1, 2018  - Trench crown present through wetland but has settled in areas as a result of hydrological influence with sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",Resolved,0.008878184,0.99112177,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,6.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover. Peat appears to be accumulating better in some areas within wetland then others, comparing with off ROW conditions. This substrate difference is supported by the height of spruce trees off ROW in these areas.",Resolved,0.017318677,0.98268133,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,7.0,,"August 1, 2018  - Wetland exhibiting semi- to fully-saturated conditions with intermittent pouches of standing throughout wetland.",Unresolved,0.7619667,0.2380333,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,8.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags, standing water and good vegetation cover.",Unresolved,0.89023334,0.10976671,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,156,9.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.78549534,0.21450463,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,157,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses, broadleaf shrubs, willows and alder trees.",Resolved,0.27855697,0.72144306,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,157,2.0,,"July 31, 2018  - No noxious weeds were identified within tract.",Resolved,0.29732773,0.70267224,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,157,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.2471501,0.7528499,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,157,4.0,,"July 31, 2018  - No soil stability, subsidence, erosion or ponding issues were identified within tract.",Resolved,0.022337233999999997,0.9776628,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,158,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses, broadleaf shrubs, willows and alder trees.",Resolved,0.27986494,0.72013503,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,158,2.0,,"July 31, 2018  - No noxious weeds were identified within tract.",Resolved,0.26564482,0.73435515,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,158,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.24063317,0.75936687,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,158,4.0,,"July 31, 2018  - No soil stability, subsidence, erosion or ponding issues were identified within tract.",Resolved,0.029052783,0.9709472,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,159,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses and willows.",Resolved,0.38600984,0.6139901999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,159,2.0,,"July 31, 2018  - No noxious weeds were identified within tract.",Resolved,0.25671035,0.74328965,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,159,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.23935778,0.7606421999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,159,4.0,,"July 31, 2018  - No soil stability, subsidence, erosion or ponding issues were identified within tract.",Resolved,0.028751493,0.97124845,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,1.0,,"August 1, 2018 - Treed Bog on ROW from KP 44+200 to 46+300 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",Resolved,0.0067728846,0.9932271999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,2.0,,"August 1, 2018   - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control. Previous year assessment of sparser vegetation cover on elevated ditch roach remains but grasses and shrubs emerging on areas that have slightly settled. Leave vegetation emergence for natural recovery as ditch roach settles over time; no issues.",Resolved,0.014154058999999998,0.98584586,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,3.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids, alder, willows, horsetails, broadleaf shrubs, sphagnum mosses, Labrador tea and black spruce.",Unresolved,0.5158157999999999,0.48418420000000006,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,4.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.40672842,0.59327155,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,5.0,,"August 1, 2018  - Trench crown present through wetland but has settled as a result of hydrological influence with sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",Resolved,0.012348787,0.9876511999999998,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,6.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover. Peat appears to be accumulating well throughout wetland resembling off ROW conditions.",Resolved,0.10378052,0.8962195,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,7.0,,"August 1, 2018  - Wetland exhibiting semi-saturated conditions with no visible surface water present.",Unresolved,0.7674331999999999,0.23256677,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,8.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags and good vegetation cover.",Unresolved,0.8913834,0.10861661,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,160,9.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.8293374,0.1706626,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,161,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses and willows.",Resolved,0.3703277,0.6296723000000001,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,161,2.0,,"July 31, 2018   - No noxious weeds were identified within tract.",Resolved,0.26421290000000003,0.7357871,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,161,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.27593616,0.7240638,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,161,4.0,,"July 31, 2018  - No soil stability, subsidence, erosion or ponding issues were identified within tract.",Resolved,0.024647309,0.97535276,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,162,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses and willows.",Resolved,0.32641008,0.67358994,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,162,2.0,,"July 31, 2018   - No noxious weeds were identified within tract.",Resolved,0.2507981,0.74920195,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,162,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.25706697,0.74293303,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,162,4.0,,"July 31, 2018  - No soil stability, subsidence, erosion or ponding issues were identified within tract.",Resolved,0.02494213,0.97505784,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,163,1.0,,"July 31, 2018 - Watercourse at KP 46+000 appears stable. Vegetation within riparian zone is establishing well, at 80-100% cover compared to off ROW control. Vegetation on banks consisting predominantly of graminoids due to level nature of watercourse.",Resolved,0.073249646,0.92675036,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,163,2.0,,"July 31, 2018   - Vegetation continues to establish in sparser covered work space previously assessed on north bank and is now at 80-100%; issue resolved.",Resolved,0.22822064,0.77177936,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,163,3.0,,- Vegetation continues to establish in sparser covered work space previously assessed on north bank and is now at 80-100%; issue resolved.,Resolved,0.019454373,0.98054564,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,163,4.0,,now  - No weed issues were identified along the banks of the watercourse.,Resolved,0.0028880597,0.9971119,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,163,5.0,,now   - No terrain instability was observed on both north and south banks; banks are relatively level due to minor elevation change in area.,Resolved,0.0026078485,0.9973921999999998,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,163,6.0,,now  - Bed of watercourse appears stable with no signs of flow impediment; low (westerly) flow observed within watercourse.,Resolved,0.0063631427,0.99363685,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,163,7.0,,now  - Marker posts and signs in good repair on both north and south banks.,Resolved,0.24796313,0.7520369,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,164,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses and willows.",Resolved,0.37267902,0.627321,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,164,2.0,,"July 31, 2018   - No noxious weeds were identified within tract.",Resolved,0.31835625,0.6816437,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,164,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.24492024,0.75507975,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,164,4.0,,"July 31, 2018  - No soil stability, subsidence, erosion or ponding issues were identified within tract.",Resolved,0.028615834,0.9713841999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,1.0,,"August 1, 2018 - Shrubby Fen on ROW from KP 46+300 to 46+500 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",Resolved,0.0075591980000000005,0.9924408000000001,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,2.0,,"August 1, 2018   - Wetland is inclusive of Beaver Pond 9: Snowfall Creek at KP 46+000.",Unresolved,0.6714566999999999,0.3285433,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,3.0,,"August 1, 2018  - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control.",Unresolved,0.7439288000000001,0.25607124,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,4.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids and willows.",Unresolved,0.7352375,0.26476255,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,5.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.49278590000000005,0.50721407,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,6.0,,"August 1, 2018  - No issues of hydrologic connectivity were noted.",Resolved,0.028215919,0.97178406,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,7.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover.",Unresolved,0.8736173,0.12638266,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,8.0,,"August 1, 2018   - Wetland exhibiting fully-saturated conditions with standing water throughout.",Unresolved,0.9591521999999999,0.040847745,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,9.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags, standing water and good vegetation cover.",Unresolved,0.8636746,0.13632537,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,165,10.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.7990135,0.20098644,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,1.0,,"August 1, 2018 - Shrubby Fen on ROW from KP 46+300 to 46+500 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",Resolved,0.0077050775,0.9922949000000001,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,2.0,,"August 1, 2018   - Wetland is inclusive of Beaver Pond 9: Snowfall Creek at KP 46+000.",Unresolved,0.6890464,0.31095362,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,3.0,,"August 1, 2018  - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control.",Unresolved,0.80488026,0.19511975,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,4.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids and willows.",Unresolved,0.7389787,0.26102132,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,5.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.45511773,0.54488224,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,6.0,,"August 1, 2018  - No issues of hydrologic connectivity were noted.",Resolved,0.031387974,0.968612,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,7.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover.",Unresolved,0.8232391,0.1767609,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,8.0,,"August 1, 2018   - Wetland exhibiting fully-saturated conditions with standing water throughout.",Unresolved,0.94990456,0.050095457999999995,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,9.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags, standing water and good vegetation cover.",Unresolved,0.8953764999999999,0.10462347,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,166,10.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.8444004,0.15559958,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,1.0,,"August 1, 2018 - Treed Fen on ROW from KP 46+800 to 47+100 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",Resolved,0.005873039399999999,0.9941269,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,2.0,,"August 1, 2018   - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control.",Unresolved,0.77277464,0.22722533,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,3.0,,"August 1, 2018  - Vegetation throughout wetland on ROW consisting of graminoids, alder, willow, horsetails and broadleaf shrubs.",Unresolved,0.74944216,0.2505578,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,4.0,,"August 1, 2018  - No noxious weeds were identified within wetland.",Resolved,0.41529160000000004,0.5847084,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,5.0,,"August 1, 2018  - Trench crown present through wetland but has settled as a result of the hydrologic influence of the wetland. Sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",Resolved,0.00828918,0.9917108,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,6.0,,"August 1, 2018  - Substrate within wetland appears healthy through uniform vegetation cover and hydrologic conditions.",Unresolved,0.77638364,0.22361629,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,7.0,,"August 1, 2018  - Wetland exhibiting semi-saturated conditions. No visible standing water throughout wetland.",Resolved,0.27975163,0.72024834,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,8.0,,"August 1, 2018  - Wetland providing good habitat opportunities through the presence of snags and good vegetation cover.",Unresolved,0.88933927,0.11066079999999999,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,167,9.0,,"August 1, 2018  - Wetland has achieved pre-construction contours.",Unresolved,0.8636165000000001,0.13638341,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,168,1.0,,"July 31, 2018 - Vegetation establishment throughout tract is at 80-100% cover compared with off ROW control. Vegetation consisting of grasses and willows.",Resolved,0.39880225,0.6011978,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,168,2.0,,"July 31, 2018   - No noxious weeds were identified within tract.",Resolved,0.23367710000000003,0.7663229,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,168,3.0,,"July 31, 2018  - Trench crown present throughout tract and stable; cross drains are present and functioning well.",Resolved,0.22949731,0.77050275,,,,,
397db969-9996-4d9e-bb05-6df69d0fe4a4,168,4.0,,"July 31, 2018  - KP 47+860 - Minor subsidence identified, recommend repairs.",Unresolved,0.96807843,0.031921572999999995,,,,,
