tableId,rowIndex,rowCounter,status_txt,predicted_prob,predicted_status_code,predicted_status_label,unresolved_probability,resolved_probability
333e1e53-8897-41fa-acbd-86be8afb31c7,11,10,- Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the RoW. Coniferous trees will continue to infill onto RoW over time.,[0.00308802 0.996912  ],1,Resolved,0.0030880168,0.996912
333e1e53-8897-41fa-acbd-86be8afb31c7,12,1,"July 19, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. Vegetation consists of various grasses, willows, aspens, pine, alders, raspberry, yellow rattle, wild rose and birds-foot trefoil.",[0.18385074 0.81614923],1,Resolved,0.18385074,0.81614923
333e1e53-8897-41fa-acbd-86be8afb31c7,12,2,"July 19, 2018  - No noxious weeds were identified in ¼.",[0.27337885 0.7266211 ],1,Resolved,0.27337885,0.7266211
333e1e53-8897-41fa-acbd-86be8afb31c7,12,3,"July 19, 2018  - Trench crown is present and stable.",[0.4217572  0.57824284],1,Resolved,0.4217572,0.57824284
333e1e53-8897-41fa-acbd-86be8afb31c7,12,4,"July 19, 2018   - Rollback KP 5+425 to 5+500. Excellent vegetation infill. Not functioning for access control as access is available around it on parallel ROW.",[0.28711882 0.71288115],1,Resolved,0.28711882,0.71288115
333e1e53-8897-41fa-acbd-86be8afb31c7,12,5,"July 19, 2018  - Cross-drains appear to be functioning well with no evidence of ponding.",[0.22859304 0.77140695],1,Resolved,0.22859304,0.77140695
333e1e53-8897-41fa-acbd-86be8afb31c7,12,6,"July 19, 2018  - No erosion or subsidence was identified within 1/4.",[0.06036277 0.9396373 ],1,Resolved,0.060362767,0.9396373
333e1e53-8897-41fa-acbd-86be8afb31c7,13,1,"July 19, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. All previous vegetation cover issues resolved. Vegetation consists of various grasses, willows, aspens, pine, alders, raspberry, yellow rattle, blue bell and birds-foot trefoil.",[0.05444842 0.9455515 ],1,Resolved,0.05444842,0.9455515
333e1e53-8897-41fa-acbd-86be8afb31c7,13,2,"July 19, 2018  - No noxious weeds were identified in ¼.",[0.2686124  0.73138756],1,Resolved,0.2686124,0.73138756
333e1e53-8897-41fa-acbd-86be8afb31c7,13,3,"July 19, 2018  - Trench crown is present and stable.",[0.4617694 0.5382306],1,Resolved,0.4617694,0.5382306
333e1e53-8897-41fa-acbd-86be8afb31c7,13,4,"July 19, 2018   - Cross-drains and diversion berms appear to be functioning well with no evidence of ponding.",[0.08771602 0.91228396],1,Resolved,0.08771602,0.91228396
333e1e53-8897-41fa-acbd-86be8afb31c7,13,5,"July 19, 2018  - No subsidence was identified within 1/4.",[0.07037737 0.92962265],1,Resolved,0.07037737,0.92962265
333e1e53-8897-41fa-acbd-86be8afb31c7,14,1,"July 17, 2018 - Shrubby Swamp on RoW from KP 6+100 to KP 6+400 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",[0.00729783 0.9927021 ],1,Resolved,0.007297825,0.9927021
333e1e53-8897-41fa-acbd-86be8afb31c7,14,2,- Wetland is partially divided by a hill slope at KP 6+320 from an intersecting power line that crosses the RoW. There is a low-lying pathway on the southern edge of the RoW allowing for hydrological connectivity of the wetland; no issue.,[0.00448575 0.9955142 ],1,Resolved,0.0044857464,0.9955142
333e1e53-8897-41fa-acbd-86be8afb31c7,14,3,- Vegetation establishment within wetland is at 80-100% cover compared with off RoW control. Some vegetation throughout wetland is present on a floating mat of substrate.,[0.01660805 0.983392  ],1,Resolved,0.016608046,0.983392
333e1e53-8897-41fa-acbd-86be8afb31c7,14,4,"- Vegetation throughout wetland on RoW consisting of graminoids (sedges, rushes & grasses), lichen, sphagnum moss, pondweed and yellow rattle. Some common yarrow and fireweed present on elevated ditch roach in low densities. Volunteer spruce saplings continue to be infilling on RoW. Excellent establishment of hydrophytic vegetation throughout wetland.",[0.01475987 0.9852401 ],1,Resolved,0.014759871,0.9852401
333e1e53-8897-41fa-acbd-86be8afb31c7,14,5,- No noxious weeds were identified within wetland.,[0.00522594 0.99477404],1,Resolved,0.0052259387,0.99477404
333e1e53-8897-41fa-acbd-86be8afb31c7,14,6,- Trench crown present through wetland with sufficient cross-drains for hydrology to be maintained across the RoW. No issues of hydrologic connectivity were noted.,[0.00199332 0.99800664],1,Resolved,0.0019933248,0.99800664
333e1e53-8897-41fa-acbd-86be8afb31c7,14,7,"- Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. High humification occurring on and off RoW. Substrate samples showed peat accumulation but approximate depth proved to be difficult due to substrate saturation.",[0.00886483 0.9911351 ],1,Resolved,0.008864833,0.9911351
333e1e53-8897-41fa-acbd-86be8afb31c7,14,8,- Substrate within wetland exhibiting semi- to fully-saturated conditions with intermittent standing water pouches present throughout (depth 10-30cm).,[0.12741105 0.872589  ],1,Resolved,0.12741105,0.872589
333e1e53-8897-41fa-acbd-86be8afb31c7,14,9,"- Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species were observed in wetland.",[0.0097332  0.99026686],1,Resolved,0.009733199,0.99026686
333e1e53-8897-41fa-acbd-86be8afb31c7,14,10,- Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the RoW. Coniferous trees will continue to infill onto RoW over time.,[0.00398089 0.99601907],1,Resolved,0.0039808936,0.99601907
333e1e53-8897-41fa-acbd-86be8afb31c7,15,1,"July 19, 2018 - Vegetation continues to recover on both sides of the watercourse at 80-100% cover. Hydrophytic vegetation establishing well in the riparian area. Watercourse is surrounded by wetlands.",[0.13349138 0.8665086 ],1,Resolved,0.13349138,0.8665086
333e1e53-8897-41fa-acbd-86be8afb31c7,15,2,- Banks appear stable at this time.,[0.01216895 0.98783106],1,Resolved,0.012168953,0.98783106
333e1e53-8897-41fa-acbd-86be8afb31c7,15,3,- Light flow observed in watercourse.,[0.1525371 0.8474629],1,Resolved,0.1525371,0.8474629
333e1e53-8897-41fa-acbd-86be8afb31c7,15,4,- Signage and marker posts remain intact and straight.,[0.00991438 0.9900856 ],1,Resolved,0.009914384,0.9900856
333e1e53-8897-41fa-acbd-86be8afb31c7,16,1,"July 19, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. Vegetation consists of various grasses, willows, aspens, pine, alders, raspberry, yellow rattle, and birds-foot trefoil.",[0.18158896 0.8184111 ],1,Resolved,0.18158896,0.8184111
333e1e53-8897-41fa-acbd-86be8afb31c7,16,2,"July 19, 2018  - No noxious weeds were identified in ¼. Previous noxious weed issues resolved.",[0.16968353 0.8303165 ],1,Resolved,0.16968353,0.8303165
333e1e53-8897-41fa-acbd-86be8afb31c7,16,3,"July 19, 2018  - Trench crown is present and stable.",[0.501574 0.498426],0,Unresolved,0.501574,0.498426
333e1e53-8897-41fa-acbd-86be8afb31c7,16,4,"July 19, 2018   - Cross-drains appear to be functioning well with no evidence of ponding.",[0.21384266 0.78615737],1,Resolved,0.21384266,0.78615737
333e1e53-8897-41fa-acbd-86be8afb31c7,16,5,"July 19, 2018  - No erosion or subsidence was identified within 1/4.",[0.07092639 0.9290737 ],1,Resolved,0.07092639,0.9290737
333e1e53-8897-41fa-acbd-86be8afb31c7,17,1,"July 19, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. All previous vegetation cover issues resolved. Vegetation consists of various grasses, willows, vetch, aspens, pine, alders, raspberry, yellow rattle, and birds-foot trefoil.",[0.05806733 0.9419326 ],1,Resolved,0.05806733,0.9419326
333e1e53-8897-41fa-acbd-86be8afb31c7,17,2,"July 19, 2018  - No noxious weeds were identified in ¼.",[0.2752029  0.72479707],1,Resolved,0.2752029,0.72479707
333e1e53-8897-41fa-acbd-86be8afb31c7,17,3,"July 19, 2018  - Trench crown is present and stable.",[0.43684286 0.56315714],1,Resolved,0.43684286,0.56315714
333e1e53-8897-41fa-acbd-86be8afb31c7,17,4,"July 19, 2018   - Cross-drains appear to be functioning well with no evidence of ponding.",[0.23378332 0.7662167 ],1,Resolved,0.23378332,0.7662167
333e1e53-8897-41fa-acbd-86be8afb31c7,18,1,"July 19, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. All previous vegetation cover issues resolved. Vegetation consists of various grasses, willows, vetch, aspens, pine, alders, raspberry, yellow rattle, and birds-foot trefoil.",[0.05731548 0.9426845 ],1,Resolved,0.05731548,0.9426845
333e1e53-8897-41fa-acbd-86be8afb31c7,18,2,"July 19, 2018  - No noxious weeds were identified in ¼.",[0.27043936 0.7295607 ],1,Resolved,0.27043936,0.7295607
333e1e53-8897-41fa-acbd-86be8afb31c7,18,3,"July 19, 2018  - Trench crown is present and stable.",[0.4290506  0.57094944],1,Resolved,0.4290506,0.57094944
333e1e53-8897-41fa-acbd-86be8afb31c7,18,4,"July 19, 2018   - Cross-drains appear to be functioning well with no evidence of ponding.",[0.22645979 0.7735402 ],1,Resolved,0.22645979,0.7735402
333e1e53-8897-41fa-acbd-86be8afb31c7,18,5,"July 19, 2018  - No erosion or subsidence was identified within 1/4.",[0.07449612 0.92550385],1,Resolved,0.07449612,0.92550385
333e1e53-8897-41fa-acbd-86be8afb31c7,19,1,- No erosion or subsidence was identified within 1/4.,[0.00299544 0.99700457],1,Resolved,0.0029954356,0.99700457
333e1e53-8897-41fa-acbd-86be8afb31c7,20,1,- No erosion or subsidence was identified within 1/4.,[0.00444367 0.9955563 ],1,Resolved,0.0044436683,0.9955563
333e1e53-8897-41fa-acbd-86be8afb31c7,21,1,- No erosion or subsidence was identified within 1/4.,[0.00288198 0.997118  ],1,Resolved,0.0028819807,0.997118
333e1e53-8897-41fa-acbd-86be8afb31c7,22,1,"July 19, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. Vegetation consists of various grasses, willows, vetch, aspens, pine, alders, raspberry, yellow rattle, and birds-foot trefoil.",[0.17072989 0.8292701 ],1,Resolved,0.17072989,0.8292701
333e1e53-8897-41fa-acbd-86be8afb31c7,22,2,"July 19, 2018  - No noxious weeds were identified in ¼.",[0.26296037 0.7370396 ],1,Resolved,0.26296037,0.7370396
333e1e53-8897-41fa-acbd-86be8afb31c7,22,3,"July 19, 2018  - Trench crown is present and stable.",[0.48260725 0.5173927 ],1,Resolved,0.48260725,0.5173927
333e1e53-8897-41fa-acbd-86be8afb31c7,22,4,"July 19, 2018   - Cross-drains appear to be functioning well with no evidence of ponding.",[0.21469575 0.78530425],1,Resolved,0.21469575,0.78530425
333e1e53-8897-41fa-acbd-86be8afb31c7,22,5,"July 19, 2018  - No erosion or subsidence was identified within 1/4.",[0.07158374 0.9284162 ],1,Resolved,0.07158374,0.9284162
333e1e53-8897-41fa-acbd-86be8afb31c7,23,1,"July 17, 2018 - Treed Fen on RoW from KP 8+700 to KP 8+970 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",[0.00671412 0.99328583],1,Resolved,0.0067141172,0.99328583
333e1e53-8897-41fa-acbd-86be8afb31c7,23,2,- Wetland is inclusive of a meandering drainage system across the RoW that is channeling water from a large open body of water off RoW to the south to the north to south. The drainage meanders from KP 8+720 to KP 8+815.,[0.0212147 0.9787853],1,Resolved,0.021214705,0.9787853
333e1e53-8897-41fa-acbd-86be8afb31c7,23,3,- Vegetation establishment within wetland is at 80-100% cover compared with off RoW control.,[0.04396875 0.9560312 ],1,Resolved,0.04396875,0.9560312
333e1e53-8897-41fa-acbd-86be8afb31c7,23,4,"- Vegetation throughout wetland on RoW consisting of graminoids (rushes & grasses), birdsfoot trefoil, horsetails, common cattail, yellow rattle, coltsfoot, marsh cinquefoil, water milfoil, pondweed and common great bulrush. Good deciduous tree growth throughout wetland including alder and willow species. Labrador tea infilling onto RoW from edges of wetland.",[0.06010615 0.93989384],1,Resolved,0.06010615,0.93989384
333e1e53-8897-41fa-acbd-86be8afb31c7,23,5,- No noxious weeds were identified within wetland.,[0.00533447 0.9946655 ],1,Resolved,0.0053344746,0.9946655
333e1e53-8897-41fa-acbd-86be8afb31c7,23,6,- Trench crown present through wetland with sufficient cross-drains for hydrology to be maintained across the RoW. No issues of hydrologic connectivity were noted.,[0.00204627 0.99795365],1,Resolved,0.002046266,0.99795365
333e1e53-8897-41fa-acbd-86be8afb31c7,23,7,"- Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Low organics and humification present throughout the majority of the wetland with the exception of the area of drainages whereby an increase in organics was observed. Conditions are comparable with off RoW. Nutrient and sediment conditions within standing water in wetland suggesting that wetland is acting as a good filtration complex for any hydrological flow.",[0.0061106  0.99388933],1,Resolved,0.006110598,0.99388933
333e1e53-8897-41fa-acbd-86be8afb31c7,23,8,- Substrate within wetland exhibiting moderately-dry conditions with saturation increasing moving towards the drainage system.,[0.14683343 0.8531665 ],1,Resolved,0.14683343,0.8531665
333e1e53-8897-41fa-acbd-86be8afb31c7,23,9,"- Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species were observed in wetland.",[0.00745898 0.99254096],1,Resolved,0.007458978,0.99254096
333e1e53-8897-41fa-acbd-86be8afb31c7,23,10,- Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the RoW. Coniferous trees will infill onto the RoW over time.,[0.00329243 0.99670756],1,Resolved,0.0032924272,0.99670756
333e1e53-8897-41fa-acbd-86be8afb31c7,24,1,"July 25, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. Vegetation predominantly birds-foot trefoil. Other vegetation consists of various grasses, willows and cotton grass - No noxious weeds were identified in ¼.",[0.01737281 0.9826272 ],1,Resolved,0.017372811,0.9826272
333e1e53-8897-41fa-acbd-86be8afb31c7,24,2,"July 25, 2018  - Trench crown is present and stable.",[0.5270834  0.47291654],0,Unresolved,0.5270834,0.47291654
333e1e53-8897-41fa-acbd-86be8afb31c7,24,3,"July 25, 2018   - Cross-drains appear to be functioning  - No erosion or subsidence was identified within 1/4.",[0.03456838 0.9654316 ],1,Resolved,0.034568377,0.9654316
333e1e53-8897-41fa-acbd-86be8afb31c7,25,1,"July 17, 2018 - Treed Fen on RoW from KP 9+200 to KP 9+340 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",[0.00663491 0.9933651 ],1,Resolved,0.006634915,0.9933651
333e1e53-8897-41fa-acbd-86be8afb31c7,25,2,- Vegetation establishment within wetland is at 80-100% cover compared with off RoW control.,[0.04053196 0.95946807],1,Resolved,0.040531963,0.95946807
333e1e53-8897-41fa-acbd-86be8afb31c7,25,3,"- Vegetation throughout wetland on RoW consisting of graminoids (sedges, rushes & grasses), sphagnum mosses, birdsfoot trefoil, cottongrass, lichens, horsetails, bog cranberry and Labrador tea. Good establishment of deciduous species including alder and willow throughout wetland.",[0.05144978 0.9485502 ],1,Resolved,0.051449783,0.9485502
333e1e53-8897-41fa-acbd-86be8afb31c7,25,4,- No noxious weeds were identified within wetland.,[0.00515789 0.9948421 ],1,Resolved,0.005157888,0.9948421
333e1e53-8897-41fa-acbd-86be8afb31c7,25,5,- Trench crown present through wetland with sufficient cross-drains for hydrology to be maintained across the RoW. No issues of hydrologic connectivity were noted.,[0.00192289 0.99807715],1,Resolved,0.0019228876,0.99807715
333e1e53-8897-41fa-acbd-86be8afb31c7,25,6,"- Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. High humification occurring on and off RoW. Substrate samples showed peat accumulation but approximate depth proved to be difficult due to substrate saturation. Mottling was observed in the peat moss.",[0.00599652 0.9940035 ],1,Resolved,0.0059965216,0.9940035
333e1e53-8897-41fa-acbd-86be8afb31c7,25,7,- Substrate within wetland exhibiting semi- to fully-saturated conditions with intermittent pouches of standing water throughout (depth 10cm).,[0.12703659 0.87296337],1,Resolved,0.12703659,0.87296337
333e1e53-8897-41fa-acbd-86be8afb31c7,25,8,"- Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species were observed in wetland.",[0.00907126 0.9909287 ],1,Resolved,0.009071263,0.9909287
333e1e53-8897-41fa-acbd-86be8afb31c7,25,9,- Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the RoW. Coniferous trees will infill onto RoW over time.,[0.00500062 0.9949994 ],1,Resolved,0.0050006174,0.9949994
333e1e53-8897-41fa-acbd-86be8afb31c7,26,1,"July 25, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. Vegetation predominantly birds-foot trefoil. Other vegetation consists of various grasses, willows, alders and raspberries - No noxious weeds were identified in ¼.",[0.01604277 0.9839572 ],1,Resolved,0.016042765,0.9839572
333e1e53-8897-41fa-acbd-86be8afb31c7,26,2,"July 25, 2018  - Line of sight barrier at KP 10+130 is in place and vegetation has established on the berm.",[0.4541284 0.5458716],1,Resolved,0.4541284,0.5458716
333e1e53-8897-41fa-acbd-86be8afb31c7,26,3,"July 25, 2018  - Roll back from KP 10+060 to KP 10+130 is infilling with vegetation. Roll back preventing access directly on ROW but can bypass on adjacent ROW.",[0.40444145 0.5955586 ],1,Resolved,0.40444145,0.5955586
333e1e53-8897-41fa-acbd-86be8afb31c7,26,4,"July 25, 2018  - Trench crown is present and stable.",[0.46500155 0.5349984 ],1,Resolved,0.46500155,0.5349984
333e1e53-8897-41fa-acbd-86be8afb31c7,26,5,"July 25, 2018   - Cross-drains appear to be functioning well with no evidence of ponding.",[0.27583554 0.7241644 ],1,Resolved,0.27583554,0.7241644
333e1e53-8897-41fa-acbd-86be8afb31c7,26,6,"July 25, 2018  - No erosion or subsidence was identified within 1/4.",[0.06989955 0.9301005 ],1,Resolved,0.06989955,0.9301005
333e1e53-8897-41fa-acbd-86be8afb31c7,27,1,"July 17, 2018 - Shrubby Swamp on RoW from KP 9+500 to KP 9+700 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",[0.00933529 0.9906647 ],1,Resolved,0.009335289,0.9906647
333e1e53-8897-41fa-acbd-86be8afb31c7,27,2,- Wetland is inclusive of two drainage systems across the RoW at KP 9+500 and at KP 9+670 that are channeling water from the south to the north.,[0.02086349 0.9791365 ],1,Resolved,0.020863494,0.9791365
333e1e53-8897-41fa-acbd-86be8afb31c7,27,3,- Vegetation establishment within wetland is at 80-100% cover compared with off RoW control.,[0.04045056 0.9595495 ],1,Resolved,0.04045056,0.9595495
333e1e53-8897-41fa-acbd-86be8afb31c7,27,4,"- Vegetation throughout wetland on RoW consisting of graminoids (rushes & grasses), birdsfoot trefoil, horsetails and sphagnum mosses. Good deciduous tree growth throughout wetland including alder and willow species.",[0.07101988 0.9289801 ],1,Resolved,0.07101988,0.9289801
333e1e53-8897-41fa-acbd-86be8afb31c7,27,5,- No noxious weeds were identified within wetland.,[0.00521415 0.99478585],1,Resolved,0.0052141454,0.99478585
333e1e53-8897-41fa-acbd-86be8afb31c7,27,6,- Trench crown present through wetland with sufficient cross-drains for hydrology to be maintained across the RoW. No issues of hydrologic connectivity were noted.,[0.00213644 0.9978636 ],1,Resolved,0.002136438,0.9978636
333e1e53-8897-41fa-acbd-86be8afb31c7,27,7,"- Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Low organics and humification present throughout the majority of the wetland with the exception of the areas of drainages whereby an increase in organics was observed. Conditions are comparable with off RoW. Nutrient and sediment conditions within standing water in wetland suggesting that wetland is acting as a good filtration complex for any hydrological flow.",[0.00705347 0.99294657],1,Resolved,0.007053467,0.99294657
333e1e53-8897-41fa-acbd-86be8afb31c7,27,8,- Substrate within wetland exhibiting moderately-dry conditions with saturation increasing moving towards the drainage system.,[0.13976 0.86024],1,Resolved,0.13976,0.86024
333e1e53-8897-41fa-acbd-86be8afb31c7,27,9,"- Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species were observed in wetland.",[0.00941265 0.9905874 ],1,Resolved,0.009412653,0.9905874
333e1e53-8897-41fa-acbd-86be8afb31c7,27,10,- Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the RoW. Coniferous trees will infill onto the RoW over time.,[0.00406519 0.99593484],1,Resolved,0.004065188,0.99593484
333e1e53-8897-41fa-acbd-86be8afb31c7,28,1,"July 25, 2018 - Vegetation is at 80 - 100% vegetation cover compared to off ROW control. Alder trees showing excellent growth on the work side of the ROW. Vegetation predominantly birds-foot trefoil. Other vegetation consists of various grasses, willows, alders, wild rose, aspen and raspberries - No noxious weeds were identified in ¼.",[0.01064684 0.9893532 ],1,Resolved,0.010646838,0.9893532
333e1e53-8897-41fa-acbd-86be8afb31c7,28,2,"July 25, 2018  -Trench crown is present and stable.",[0.49067587 0.50932413],1,Resolved,0.49067587,0.50932413
333e1e53-8897-41fa-acbd-86be8afb31c7,28,3,"July 25, 2018   - KP 11+050 - During 2017 assessment it was noted that there was evidence of a recent dig and lower vegetation cover. Area has infilled with vegetation. Issue resolved.",[0.04981888 0.9501812 ],1,Resolved,0.049818877,0.9501812
333e1e53-8897-41fa-acbd-86be8afb31c7,28,4,"July 25, 2018  - Cross-drains and diversion berms appear to be functioning well with no evidence of ponding.",[0.09888019 0.90111977],1,Resolved,0.098880194,0.90111977
333e1e53-8897-41fa-acbd-86be8afb31c7,28,5,"July 25, 2018 July 25, 2018  - No subsidence was identified within 1/4.",[0.03992758 0.96007246],1,Resolved,0.039927583,0.96007246
333e1e53-8897-41fa-acbd-86be8afb31c7,29,1,"July 17, 2018 - Treed Fen on RoW from KP 10+500 to KP 10+820 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",[0.00818016 0.99181986],1,Resolved,0.008180155,0.99181986
333e1e53-8897-41fa-acbd-86be8afb31c7,29,2,- Vegetation establishment within wetland is at 80-100% cover compared with off RoW control.,[0.04515994 0.95484006],1,Resolved,0.04515994,0.95484006
333e1e53-8897-41fa-acbd-86be8afb31c7,29,3,"- Vegetation throughout wetland on RoW consisting of graminoids (sedges, rushes & grasses), marsh cinquefoil, sphagnum mosses, scouring rushes and common cattail. Good establishment of willows throughout wetland.",[0.06567581 0.93432415],1,Resolved,0.06567581,0.93432415
333e1e53-8897-41fa-acbd-86be8afb31c7,29,4,- No noxious weeds were identified within wetland.,[0.00496212 0.99503785],1,Resolved,0.0049621183,0.99503785
333e1e53-8897-41fa-acbd-86be8afb31c7,29,5,- Trench crown present through wetland with sufficient cross-drains for hydrology to be maintained across the RoW. No issues of hydrologic connectivity were noted.,[0.00158225 0.99841774],1,Resolved,0.0015822478,0.99841774
333e1e53-8897-41fa-acbd-86be8afb31c7,29,6,"- Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. High humification occurring on and off RoW. Substrate samples showed peat accumulation but approximate depth proved to be difficult due to substrate saturation.",[0.00826902 0.991731  ],1,Resolved,0.0082690185,0.991731
333e1e53-8897-41fa-acbd-86be8afb31c7,29,7,- Substrate within wetland exhibiting fully-saturated conditions with the water table at the ground surface. Standing water present throughout entire wetland (depth 10-25cm).,[0.15289453 0.84710544],1,Resolved,0.15289453,0.84710544
333e1e53-8897-41fa-acbd-86be8afb31c7,29,8,"- Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species were observed in wetland.",[0.00913848 0.99086154],1,Resolved,0.009138478,0.99086154
333e1e53-8897-41fa-acbd-86be8afb31c7,29,9,- Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the RoW. Coniferous trees will infill onto RoW over time.,[0.00418854 0.99581146],1,Resolved,0.004188537,0.99581146
333e1e53-8897-41fa-acbd-86be8afb31c7,30,1,"July 18, 2018 - Treed Bog on RoW from KP 11+200 to KP 11+350 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained.",[0.00873977 0.99126023],1,Resolved,0.008739769,0.99126023
333e1e53-8897-41fa-acbd-86be8afb31c7,30,2,- Vegetation establishment within wetland is at 80-100% cover compared with off RoW control. Majority of vegetation growth within wetland is present on peat.,[0.01690144 0.98309857],1,Resolved,0.016901437,0.98309857
333e1e53-8897-41fa-acbd-86be8afb31c7,30,3,"- Vegetation throughout wetland on RoW consisting of graminoids (sedges, rushes & grasses), sphagnum mosses, birdsfoot trefoil, cotton grass and Labrador tea. Good establishment of deciduous species along RoW including willows and buckbrush. Volunteer lodgepole pine emerging across RoW.",[0.04002254 0.9599775 ],1,Resolved,0.04002254,0.9599775
333e1e53-8897-41fa-acbd-86be8afb31c7,30,4,- No noxious weeds were identified within wetland.,[0.00517541 0.99482465],1,Resolved,0.0051754117,0.99482465
333e1e53-8897-41fa-acbd-86be8afb31c7,30,5,- Trench crown present through wetland with sufficient cross-drains for hydrology to be maintained across the RoW. No issues of hydrologic connectivity were noted.,[0.00217615 0.99782383],1,Resolved,0.002176148,0.99782383
333e1e53-8897-41fa-acbd-86be8afb31c7,30,6,"- Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. High humification occurring on and off RoW. Substrate samples showed peat accumulation to exceed 0. 3m with mottling occurring both on and off RoW.",[0.00852609 0.9914739 ],1,Resolved,0.008526092,0.9914739
333e1e53-8897-41fa-acbd-86be8afb31c7,30,7,- Substrate within wetland exhibiting semi- to fully-saturated conditions with the water table residing at or slightly below the ground surface. Peat is semi-saturated with intermittent standing water throughout wetland.,[0.02623503 0.97376496],1,Resolved,0.026235027,0.97376496
333e1e53-8897-41fa-acbd-86be8afb31c7,30,8,"- Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species were observed in wetland. Mammal tracks observed throughout wetland.",[0.02197025 0.9780297 ],1,Resolved,0.021970253,0.9780297
333e1e53-8897-41fa-acbd-86be8afb31c7,30,9,- Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the RoW. Coniferous trees will continue to infill onto RoW over time.,[0.00373247 0.9962676 ],1,Resolved,0.0037324652,0.9962676
333e1e53-8897-41fa-acbd-86be8afb31c7,31,1,"July 25, 2018 - Vegetation cover is 80-100% compared to off RoW with desirable species found throughout. RoW displays similar vegetation composition to off RoW. Good natural recovery of native broadleaves, shrubs, grasses, willows, poplars, green alders, found throughout RoW. Trees up to 2-3m tall. Birds foot trefoil, clover and vetch observed through out RoW.",[0.05133038 0.9486696 ],1,Resolved,0.051330384,0.9486696
333e1e53-8897-41fa-acbd-86be8afb31c7,31,2,"July 25, 2018  - Vegetation heights throughout RoW are providing a functional line of sight break for caribou and other wildlife.",[0.60870034 0.39129964],0,Unresolved,0.60870034,0.39129964
333e1e53-8897-41fa-acbd-86be8afb31c7,31,3,"July 25, 2018  - No noxious weeds were identified.",[0.2702491  0.72975093],1,Resolved,0.2702491,0.72975093
333e1e53-8897-41fa-acbd-86be8afb31c7,31,4,"July 25, 2018  - Ditch crown present. Cross drains are vegetated and functioning.",[0.3797412  0.62025875],1,Resolved,0.3797412,0.62025875
333e1e53-8897-41fa-acbd-86be8afb31c7,31,5,"July 25, 2018  - No erosion or subsidence issues.",[0.39585468 0.6041453 ],1,Resolved,0.39585468,0.6041453
333e1e53-8897-41fa-acbd-86be8afb31c7,32,1,"July 18, 2018 - Shrubby Fen on RoW from KP 11+900 to KP 12+100 appears to be at baseline (pre-construction) functionality with no net loss of wetland function observed. Proper functionality of wetland has been attained.",[0.00808288 0.9919171 ],1,Resolved,0.008082877,0.9919171
333e1e53-8897-41fa-acbd-86be8afb31c7,32,2,"- Fen on RoW is inclusive of two upland forested areas, both of which lead to the lowland wet terrain portion of the wetland. The upland areas are on the eastern and western boundaries at KP 11+900 to KP 11+970 and KP 12+050 to KP 12+100, respectively.",[0.01107243 0.9889276 ],1,Resolved,0.011072432,0.9889276
