tableId,rowIndex,landUse_nrcan_description_Barren land,landUse_nrcan_description_Cropland,landUse_nrcan_description_Mixed Forest,landUse_nrcan_description_Sub-polar taiga needleleaf forest,landUse_nrcan_description_Temperate or sub-polar broadleaf deciduous forest,landUse_nrcan_description_Temperate or sub-polar grassland,landUse_nrcan_description_Temperate or sub-polar needleleaf forest,landUse_nrcan_description_Temperate or sub-polar shrubland,landUse_nrcan_description_Urban and Built-up,landUse_nrcan_description_Water,landUse_nrcan_description_Wetland
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,10,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,11,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,12,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,13,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,14,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,15,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,16,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,17,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,18,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,19,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,20,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,21,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,22,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,23,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,24,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,25,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,26,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,27,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,28,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,29,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,30,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,31,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,32,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,33,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,34,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,35,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,36,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,37,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,38,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,39,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,40,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,41,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,42,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,43,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,44,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,45,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,46,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,47,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,48,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,49,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,50,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,51,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,52,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,53,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,54,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,55,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,56,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,57,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,58,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,59,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,60,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,61,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,62,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,63,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,64,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,65,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,66,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,67,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,68,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,69,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,70,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,71,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,72,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,73,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,74,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,75,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,76,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,77,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,78,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,79,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,80,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,81,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,82,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,83,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,84,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,85,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,86,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,87,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,88,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,89,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,90,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,91,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,92,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,93,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,94,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,95,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,96,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,97,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,98,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,99,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,100,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,101,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,102,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,103,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,104,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,105,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,106,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,107,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,108,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,109,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,110,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,111,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,112,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,113,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,114,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,115,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,116,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,117,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,118,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,119,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,120,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,121,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,122,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,123,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,124,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,125,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,126,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,127,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,128,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,129,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,130,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,131,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,132,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,133,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,134,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,135,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,136,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,137,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,138,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,139,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,140,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,141,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,142,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,143,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,144,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,145,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,146,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,147,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,148,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,149,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,150,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,151,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,152,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,153,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,154,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,155,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,156,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,157,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,158,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,159,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,160,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,161,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,162,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,163,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,164,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,165,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,166,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,167,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,168,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,169,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,170,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,171,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,172,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,173,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,174,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,175,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,176,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,177,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,178,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,179,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,180,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,181,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,182,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,183,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,184,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,185,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,186,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,187,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,188,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,189,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,190,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,191,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,192,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,193,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,194,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,195,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,196,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,197,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,198,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,199,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,200,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,201,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,202,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,203,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,204,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,205,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,206,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,207,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,208,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,209,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,210,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,211,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,212,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,213,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,214,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,215,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,216,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,217,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,218,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,219,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,220,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,221,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,222,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,223,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,224,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,225,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,226,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,227,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,228,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,229,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,230,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,231,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,232,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,233,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,234,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,235,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,236,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,237,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,238,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,239,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,240,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,241,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,242,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,243,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,244,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,245,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,246,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,247,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,248,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,249,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,250,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,251,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,252,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,253,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,254,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,255,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,256,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,257,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,258,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,259,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,260,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,261,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,262,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,263,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,264,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,265,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,266,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,267,0,0,0,0,0,0,0,0,0,0,0
3e1c53b4-5c01-46e2-bd72-5a338b5852f9,268,0,0,0,0,0,0,0,0,0,0,0
