,tableId,rowIndex,rowCounter,issue_parsed,word2vec_vec
2318,397db969-9996-4d9e-bb05-6df69d0fe4a4,21,3,"July 29, 2018  - Cross-drains appear to be functioning well with no evidence of ponding.",water
2319,397db969-9996-4d9e-bb05-6df69d0fe4a4,21,3,"July 29, 2018  - Cross-drains appear to be functioning well with no evidence of ponding.",physical
2320,397db969-9996-4d9e-bb05-6df69d0fe4a4,21,3,"July 29, 2018  - Cross-drains appear to be functioning well with no evidence of ponding.",wetlands
2321,397db969-9996-4d9e-bb05-6df69d0fe4a4,21,4,"July 29, 2018  - No erosion or subsidence was identified within 1/4.",physical
2322,397db969-9996-4d9e-bb05-6df69d0fe4a4,22,1,"July 29, 2018 - Vegetation at 80 - 100% vegetation cover compared to off ROW control.",vegetation
2323,397db969-9996-4d9e-bb05-6df69d0fe4a4,22,2,"July 29, 2018  - No noxious weeds were identified in ¼.",vegetation
2324,397db969-9996-4d9e-bb05-6df69d0fe4a4,23,1,.,
2325,397db969-9996-4d9e-bb05-6df69d0fe4a4,24,1,"July 31, 2018 - Vegetation cover on the ROW is 80 - 100% compared to the off-ROW control. Considerable establishment of grasses, willows, alders, and broadleaf shrubs.",vegetation
2326,397db969-9996-4d9e-bb05-6df69d0fe4a4,24,2,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,water
2327,397db969-9996-4d9e-bb05-6df69d0fe4a4,24,2,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,physical
2328,397db969-9996-4d9e-bb05-6df69d0fe4a4,24,2,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,wetlands
2329,397db969-9996-4d9e-bb05-6df69d0fe4a4,25,1,"July 31, 2018 - This water crossing was HDD, no issues observed.",water
2330,397db969-9996-4d9e-bb05-6df69d0fe4a4,25,1,"July 31, 2018 - This water crossing was HDD, no issues observed.",wetlands
2331,397db969-9996-4d9e-bb05-6df69d0fe4a4,26,1,"July 31, 2018 - Vegetation cover on the ROW is 80 - 100% compared to the off-ROW control. Considerable establishment of grasses, willows, alders, and broadleaf shrubs.",vegetation
2332,397db969-9996-4d9e-bb05-6df69d0fe4a4,26,2,- No noxious weeds observed on tract.,vegetation
2333,397db969-9996-4d9e-bb05-6df69d0fe4a4,26,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,water
2334,397db969-9996-4d9e-bb05-6df69d0fe4a4,26,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,physical
2335,397db969-9996-4d9e-bb05-6df69d0fe4a4,26,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,wetlands
2336,397db969-9996-4d9e-bb05-6df69d0fe4a4,27,1,"July 31, 2018 - Vegetation cover on the ROW is 80 - 100% compared to the off-ROW control. Considerable establishment of grasses, willows, alders, and broadleaf shrubs.",vegetation
2337,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,1,"August 1, 2018 - Non-woody Fen on ROW from KP 6+700 to KP 6+900 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained. Wetland is influenced by beaver activity to the east.",wetlands
2338,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,2,"August 1, 2018   - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control. All vegetation within wetland is present on a large floating mat of substrate.",vegetation
2339,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,2,"August 1, 2018   - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control. All vegetation within wetland is present on a large floating mat of substrate.",wetlands
2340,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,3,"August 1, 2018   - Vegetation throughout wetland on ROW consisting of herbaceous graminoids (grasses, rushes & sedges), horsetails, sphagnum mosses. Willows emerging sporadically throughout wetland. Excellent establishment of hydrophytic vegetation throughout wetland including common cattail, common mares tail, duckweed, pondweed, water milfoil and pond lilies.",vegetation
2341,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,3,"August 1, 2018   - Vegetation throughout wetland on ROW consisting of herbaceous graminoids (grasses, rushes & sedges), horsetails, sphagnum mosses. Willows emerging sporadically throughout wetland. Excellent establishment of hydrophytic vegetation throughout wetland including common cattail, common mares tail, duckweed, pondweed, water milfoil and pond lilies.",water
2342,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,3,"August 1, 2018   - Vegetation throughout wetland on ROW consisting of herbaceous graminoids (grasses, rushes & sedges), horsetails, sphagnum mosses. Willows emerging sporadically throughout wetland. Excellent establishment of hydrophytic vegetation throughout wetland including common cattail, common mares tail, duckweed, pondweed, water milfoil and pond lilies.",wetlands
2343,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,4,"August 1, 2018  - No noxious weeds were identified within wetland on ROW.",vegetation
2344,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,4,"August 1, 2018  - No noxious weeds were identified within wetland on ROW.",wetlands
2345,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,5,"August 1, 2018  - Trench crown present through wetland but has settled as a result of hydrological influence. Sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",physical
2346,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,5,"August 1, 2018  - Trench crown present through wetland but has settled as a result of hydrological influence. Sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",wetlands
2347,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,6,"August 1, 2018  - Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Strong organic scent emitted from any disturbance of the saturated substrate indicating successful decomposition of plant material from bacteria. Humification occurring throughout (accumulation of leaf litter). Peat accumulation occurring throughout wetland but is fully saturated, therefore depth of peat is indeterminable.",soil
2348,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,6,"August 1, 2018  - Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Strong organic scent emitted from any disturbance of the saturated substrate indicating successful decomposition of plant material from bacteria. Humification occurring throughout (accumulation of leaf litter). Peat accumulation occurring throughout wetland but is fully saturated, therefore depth of peat is indeterminable.",vegetation
2349,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,6,"August 1, 2018  - Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Strong organic scent emitted from any disturbance of the saturated substrate indicating successful decomposition of plant material from bacteria. Humification occurring throughout (accumulation of leaf litter). Peat accumulation occurring throughout wetland but is fully saturated, therefore depth of peat is indeterminable.",wetlands
2350,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,7,"August 1, 2018   - Substrate within wetland exhibiting fully-saturated conditions with the water table at the ground surface. Standing water present throughout the entire wetland (depth >1m).",soil
2351,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,7,"August 1, 2018   - Substrate within wetland exhibiting fully-saturated conditions with the water table at the ground surface. Standing water present throughout the entire wetland (depth >1m).",water
2352,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,7,"August 1, 2018   - Substrate within wetland exhibiting fully-saturated conditions with the water table at the ground surface. Standing water present throughout the entire wetland (depth >1m).",wetlands
2353,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,8,"August 1, 2018   - Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species observed using wetland.",vegetation
2354,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,8,"August 1, 2018   - Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species observed using wetland.",water
2355,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,8,"August 1, 2018   - Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species observed using wetland.",fish
2356,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,8,"August 1, 2018   - Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species observed using wetland.",wetlands
2357,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,9,"August 1, 2018  - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the ROW.",vegetation
2358,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,9,"August 1, 2018  - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the ROW.",water
2359,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,9,"August 1, 2018  - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the ROW.",physical
2360,397db969-9996-4d9e-bb05-6df69d0fe4a4,28,9,"August 1, 2018  - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the ROW.",wetlands
2361,397db969-9996-4d9e-bb05-6df69d0fe4a4,29,1,"July 31, 2018 - Vegetation cover on the ROW is 80 - 100% compared to the off-ROW control. Considerable establishment of grasses, willows, alders, and broadleaf shrubs.",vegetation
2362,397db969-9996-4d9e-bb05-6df69d0fe4a4,29,2,- No noxious weeds observed on tract.,vegetation
2363,397db969-9996-4d9e-bb05-6df69d0fe4a4,29,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,water
2364,397db969-9996-4d9e-bb05-6df69d0fe4a4,29,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,physical
2365,397db969-9996-4d9e-bb05-6df69d0fe4a4,29,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,wetlands
2366,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,1,"August 1, 2018 - Treed Bog on ROW from KP 6+900 to KP 7+000 appears to be at baseline (pre-construction) conditions with no net loss of wetland function observed. Proper wetland functionality has been attained. Proper wetland functionality has been attained. Wetland is influenced by beaver activity to the east.",wetlands
2367,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,2,"August 1, 2018  - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control. All vegetation within wetland is present on a large floating mat of substrate.",vegetation
2368,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,2,"August 1, 2018  - Vegetation establishment within wetland is at 80-100% cover compared with off ROW control. All vegetation within wetland is present on a large floating mat of substrate.",wetlands
2369,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,3,"August 1, 2018   - Vegetation throughout wetland on ROW consisting of herbaceous graminoids (grasses, rushes & sedges), horsetails, sphagnum mosses. Willows emerging sporadically throughout wetland. Excellent establishment of hydrophytic vegetation throughout wetland including common cattail, common mares tail, duckweed, pondweed, water milfoil and pond lilies.",vegetation
2370,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,3,"August 1, 2018   - Vegetation throughout wetland on ROW consisting of herbaceous graminoids (grasses, rushes & sedges), horsetails, sphagnum mosses. Willows emerging sporadically throughout wetland. Excellent establishment of hydrophytic vegetation throughout wetland including common cattail, common mares tail, duckweed, pondweed, water milfoil and pond lilies.",water
2371,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,3,"August 1, 2018   - Vegetation throughout wetland on ROW consisting of herbaceous graminoids (grasses, rushes & sedges), horsetails, sphagnum mosses. Willows emerging sporadically throughout wetland. Excellent establishment of hydrophytic vegetation throughout wetland including common cattail, common mares tail, duckweed, pondweed, water milfoil and pond lilies.",wetlands
2372,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,4,"August 1, 2018   - No noxious weeds were identified within wetland on ROW.",vegetation
2373,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,4,"August 1, 2018   - No noxious weeds were identified within wetland on ROW.",wetlands
2374,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,5,"August 1, 2018  - Trench crown present through wetland but has settled as a result of hydrological influence. Sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",physical
2375,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,5,"August 1, 2018  - Trench crown present through wetland but has settled as a result of hydrological influence. Sufficient cross-drains present for hydrology to be maintained across the ROW; no issues of hydrologic connectivity were noted.",wetlands
2376,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,6,"August 1, 2018  - Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Strong organic scent emitted from any disturbance of the saturated substrate indicating successful decomposition of plant material from bacteria. Humification occurring throughout (accumulation of leaf litter). Peat accumulation occurring throughout wetland but is fully saturated, therefore depth of peat is indeterminable.",soil
2377,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,6,"August 1, 2018  - Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Strong organic scent emitted from any disturbance of the saturated substrate indicating successful decomposition of plant material from bacteria. Humification occurring throughout (accumulation of leaf litter). Peat accumulation occurring throughout wetland but is fully saturated, therefore depth of peat is indeterminable.",vegetation
2378,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,6,"August 1, 2018  - Substrate appears healthy throughout wetland through uniform distribution of vegetation, hydrological conditions and organics. Strong organic scent emitted from any disturbance of the saturated substrate indicating successful decomposition of plant material from bacteria. Humification occurring throughout (accumulation of leaf litter). Peat accumulation occurring throughout wetland but is fully saturated, therefore depth of peat is indeterminable.",wetlands
2379,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,7,"August 1, 2018   - Substrate within wetland exhibiting fully-saturated conditions with the water table at the ground surface. Standing water present throughout the entire wetland (depth >1m).",soil
2380,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,7,"August 1, 2018   - Substrate within wetland exhibiting fully-saturated conditions with the water table at the ground surface. Standing water present throughout the entire wetland (depth >1m).",water
2381,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,7,"August 1, 2018   - Substrate within wetland exhibiting fully-saturated conditions with the water table at the ground surface. Standing water present throughout the entire wetland (depth >1m).",wetlands
2382,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,8,"August 1, 2018  - Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species observed using wetland.",vegetation
2383,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,8,"August 1, 2018  - Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species observed using wetland.",water
2384,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,8,"August 1, 2018  - Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species observed using wetland.",fish
2385,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,8,"August 1, 2018  - Wetland providing good habitat opportunities through good vegetation cover, standing water and sufficient snags. Several bird and amphibian species observed using wetland.",wetlands
2386,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,9,"August 1, 2018  - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the ROW.",vegetation
2387,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,9,"August 1, 2018  - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the ROW.",water
2388,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,9,"August 1, 2018  - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the ROW.",physical
2389,397db969-9996-4d9e-bb05-6df69d0fe4a4,30,9,"August 1, 2018  - Wetland has achieved pre-construction contours with no ponding or erosion issues throughout. Vegetation biodiversity has been attained across the ROW.",wetlands
2390,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,1,"August 1, 2018 - Shrubby Fen on ROW appears to be at full, proper functionality.",wetlands
2391,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,2,"August 1, 2018  - Vegetation establishment throughout wetland is at 80-100% cover compared to off ROW control. Vegetation consisting of herbaceous graminoids and deciduous shrub species.",vegetation
2392,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,2,"August 1, 2018  - Vegetation establishment throughout wetland is at 80-100% cover compared to off ROW control. Vegetation consisting of herbaceous graminoids and deciduous shrub species.",wetlands
2393,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,3,"August 1, 2018  - No noxious weeds were observed in wetland.",vegetation
2394,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,3,"August 1, 2018  - No noxious weeds were observed in wetland.",wetlands
2395,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,4,"August 1, 2018  - Trench crown present with sufficient breaks to maintain hydrology. No subsidence or erosional issues identified in wetland.",physical
2396,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,4,"August 1, 2018  - Trench crown present with sufficient breaks to maintain hydrology. No subsidence or erosional issues identified in wetland.",wetlands
2397,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,5,"August 1, 2018  - Substrate in wetland appears healthy via uniform vegetation cover throughout.",vegetation
2398,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,5,"August 1, 2018  - Substrate in wetland appears healthy via uniform vegetation cover throughout.",wetlands
2399,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,6,"August 1, 2018  - Wetland exhibiting low semi-saturated conditions as indicated by vegetation.",vegetation
2400,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,6,"August 1, 2018  - Wetland exhibiting low semi-saturated conditions as indicated by vegetation.",wetlands
2401,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,7,"August 1, 2018  - Wetland providing good habitat opportunity through good vegetation cover.",vegetation
2402,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,7,"August 1, 2018  - Wetland providing good habitat opportunity through good vegetation cover.",wetlands
2403,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,8,"August 1, 2018  - Wetland has achieved pre-construction contours. Overall, no net loss of wetland function was observed.",physical
2404,397db969-9996-4d9e-bb05-6df69d0fe4a4,31,8,"August 1, 2018  - Wetland has achieved pre-construction contours. Overall, no net loss of wetland function was observed.",wetlands
2405,397db969-9996-4d9e-bb05-6df69d0fe4a4,32,1,"July 31, 2018 - Vegetation cover on the ROW is 80 - 100% compared to the off-ROW control. Considerable establishment of grasses, willows, alders, and broadleaf shrubs.",vegetation
2406,397db969-9996-4d9e-bb05-6df69d0fe4a4,32,2,- No noxious weeds observed on tract.,vegetation
2407,397db969-9996-4d9e-bb05-6df69d0fe4a4,32,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,water
2408,397db969-9996-4d9e-bb05-6df69d0fe4a4,32,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,physical
2409,397db969-9996-4d9e-bb05-6df69d0fe4a4,32,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,wetlands
2410,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,1,"August 1, 2018 - Shrubby Fen on ROW appears to be at full, proper functionality.",wetlands
2411,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,2,"August 1, 2018  - Vegetation establishment throughout wetland is at 80-100% cover compared to off ROW control. Vegetation consisting of herbaceous graminoids and deciduous shrub species.",vegetation
2412,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,2,"August 1, 2018  - Vegetation establishment throughout wetland is at 80-100% cover compared to off ROW control. Vegetation consisting of herbaceous graminoids and deciduous shrub species.",wetlands
2413,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,3,"August 1, 2018  - No noxious weeds were observed in wetland.",vegetation
2414,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,3,"August 1, 2018  - No noxious weeds were observed in wetland.",wetlands
2415,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,4,"August 1, 2018  - Trench crown present with sufficient breaks to maintain hydrology. No subsidence or erosional issues identified in wetland.",physical
2416,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,4,"August 1, 2018  - Trench crown present with sufficient breaks to maintain hydrology. No subsidence or erosional issues identified in wetland.",wetlands
2417,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,5,"August 1, 2018  - Substrate in wetland appears healthy via uniform vegetation cover throughout.",vegetation
2418,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,5,"August 1, 2018  - Substrate in wetland appears healthy via uniform vegetation cover throughout.",wetlands
2419,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,6,"August 1, 2018  - Wetland exhibiting semi-saturated conditions as indicated by vegetation.",vegetation
2420,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,6,"August 1, 2018  - Wetland exhibiting semi-saturated conditions as indicated by vegetation.",water
2421,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,6,"August 1, 2018  - Wetland exhibiting semi-saturated conditions as indicated by vegetation.",wetlands
2422,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,7,"August 1, 2018  - Wetland providing good habitat opportunity through good vegetation cover.",vegetation
2423,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,7,"August 1, 2018  - Wetland providing good habitat opportunity through good vegetation cover.",wetlands
2424,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,8,"August 1, 2018  - Wetland has achieved pre-construction contours. Overall, no net loss of wetland function was observed.",physical
2425,397db969-9996-4d9e-bb05-6df69d0fe4a4,33,8,"August 1, 2018  - Wetland has achieved pre-construction contours. Overall, no net loss of wetland function was observed.",wetlands
2426,397db969-9996-4d9e-bb05-6df69d0fe4a4,34,1,"July 31, 2018 - Vegetation cover on the ROW is 80 - 100% compared to the off-ROW control. Considerable establishment of grasses, willows, alders, and broadleaf shrubs.",vegetation
2427,397db969-9996-4d9e-bb05-6df69d0fe4a4,34,2,- No noxious weeds observed on tract.,vegetation
2428,397db969-9996-4d9e-bb05-6df69d0fe4a4,34,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,water
2429,397db969-9996-4d9e-bb05-6df69d0fe4a4,34,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,physical
2430,397db969-9996-4d9e-bb05-6df69d0fe4a4,34,3,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,wetlands
2431,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,1,"August 1, 2018 - Treed Fen on ROW appears to be at full, proper functionality.",wetlands
2432,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,2,"August 1, 2018  - Vegetation establishment throughout wetland is at 80-100% cover compared to off ROW control. Vegetation consisting of herbaceous graminoids and deciduous tree/shrub species.",vegetation
2433,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,2,"August 1, 2018  - Vegetation establishment throughout wetland is at 80-100% cover compared to off ROW control. Vegetation consisting of herbaceous graminoids and deciduous tree/shrub species.",wetlands
2434,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,3,"August 1, 2018   - During 2017 assessment, short area around KP 8+890 was exhibiting sparser vegetation. Issue not observed during 2018 assessment. Issue resolved.",vegetation
2435,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,4,"August 1, 2018   - No noxious weeds were observed in wetland.",vegetation
2436,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,4,"August 1, 2018   - No noxious weeds were observed in wetland.",wetlands
2437,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,5,"August 1, 2018  - Trench crown present with sufficient breaks to maintain hydrology. No subsidence -or erosional issues identified in wetland.",physical
2438,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,5,"August 1, 2018  - Trench crown present with sufficient breaks to maintain hydrology. No subsidence -or erosional issues identified in wetland.",wetlands
2439,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,6,"August 1, 2018  - Substrate in wetland appears healthy via uniform vegetation cover throughout.",vegetation
2440,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,6,"August 1, 2018  - Substrate in wetland appears healthy via uniform vegetation cover throughout.",wetlands
2441,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,7,"August 1, 2018  - Wetland exhibiting dry – semi saturated conditions via vegetation distribution.",vegetation
2442,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,7,"August 1, 2018  - Wetland exhibiting dry – semi saturated conditions via vegetation distribution.",wetlands
2443,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,8,"August 1, 2018  - Wetland providing good habitat opportunity through good vegetation cover.",vegetation
2444,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,8,"August 1, 2018  - Wetland providing good habitat opportunity through good vegetation cover.",wetlands
2445,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,9,"August 1, 2018   - Wetland has achieved pre-construction contours. Overall, no net loss of wetland function was observed.",physical
2446,397db969-9996-4d9e-bb05-6df69d0fe4a4,35,9,"August 1, 2018   - Wetland has achieved pre-construction contours. Overall, no net loss of wetland function was observed.",wetlands
2447,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,1,"August 1, 2018 - Treed Swamp on ROW appears to be at full, proper functionality.",wetlands
2448,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,2,"August 1, 2018  - Vegetation establishment throughout wetland is at 80-100% cover compared to off ROW control. Vegetation consisting of various deciduous tree/shrub species emerging in from off ROW.",vegetation
2449,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,2,"August 1, 2018  - Vegetation establishment throughout wetland is at 80-100% cover compared to off ROW control. Vegetation consisting of various deciduous tree/shrub species emerging in from off ROW.",wetlands
2450,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,3,"August 1, 2018  - No noxious weeds were observed in wetland.",vegetation
2451,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,3,"August 1, 2018  - No noxious weeds were observed in wetland.",wetlands
2452,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,4,"August 1, 2018  - Trench crown present with sufficient breaks to maintain hydrology. No subsidence or erosional issues identified in wetland.",physical
2453,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,4,"August 1, 2018  - Trench crown present with sufficient breaks to maintain hydrology. No subsidence or erosional issues identified in wetland.",wetlands
2454,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,5,"August 1, 2018  - Substrate in wetland appears healthy via uniform vegetation cover throughout.",vegetation
2455,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,5,"August 1, 2018  - Substrate in wetland appears healthy via uniform vegetation cover throughout.",wetlands
2456,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,6,"August 1, 2018  - Wetland exhibiting drier conditions as indicated by deciduous dominated vegetation.",vegetation
2457,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,6,"August 1, 2018  - Wetland exhibiting drier conditions as indicated by deciduous dominated vegetation.",wetlands
2458,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,7,"August 1, 2018  - Wetland providing good habitat opportunity through good vegetation cover.",vegetation
2459,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,7,"August 1, 2018  - Wetland providing good habitat opportunity through good vegetation cover.",wetlands
2460,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,8,"August 1, 2018  - Wetland has achieved pre-construction contours. Overall, no net loss of wetland function was observed.",physical
2461,397db969-9996-4d9e-bb05-6df69d0fe4a4,36,8,"August 1, 2018  - Wetland has achieved pre-construction contours. Overall, no net loss of wetland function was observed.",wetlands
2462,397db969-9996-4d9e-bb05-6df69d0fe4a4,37,1,"July 31, 2018 - Vegetation cover on the ROW is 80 - 100% compared to the off-ROW control. Considerable establishment of grasses, willows, alders, and broadleaf shrubs.",vegetation
2463,397db969-9996-4d9e-bb05-6df69d0fe4a4,37,2,- No noxious weeds observed on tract.,vegetation
2464,397db969-9996-4d9e-bb05-6df69d0fe4a4,37,3,- Rollback observed KP 9+500. Good vegetation infill.,vegetation
2465,397db969-9996-4d9e-bb05-6df69d0fe4a4,37,3,- Rollback observed KP 9+500. Good vegetation infill.,navigation
2466,397db969-9996-4d9e-bb05-6df69d0fe4a4,37,4,- No erosion or subsidence observed on tract  - Cross drains appear to be functioning with no ponding observed.,water
