,tableId,rowIndex,vec_pri,vec_sec,soil,vegetation,water,fish,wildlife,species,air,heritage,physical,wetlands,acoustic,navigation,threshold,VECs
680,2c60e528-b33f-4010-88a4-ced655594562,16,Landscape - Erosion,"Erosion issue observed from KP 4.46 to KP 4.48 (30 cm wide, 20 cm deep).",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
681,2c60e528-b33f-4010-88a4-ced655594562,17,Landscape - Erosion,"Erosion issue observed from KP 4.70 to KP 4.71 (30 cm wide, 20 cm deep)",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
682,2c60e528-b33f-4010-88a4-ced655594562,18,Landscape - Erosion,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
683,2c60e528-b33f-4010-88a4-ced655594562,19,Vegetation - Weeds,"Weed issue observed from KP 4.93 to KP 5.40. Low densities of Bicknell’s geranium, wild buckwheat, and dandelion observed. A high density of stinkweed was observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
684,2c60e528-b33f-4010-88a4-ced655594562,20,Vegetation - Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
685,2c60e528-b33f-4010-88a4-ced655594562,21,Landscape - Erosion,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
686,2c60e528-b33f-4010-88a4-ced655594562,22,Vegetation - Weeds,"Weed issue observed from KP 6.45 to KP 6.80. Low densities of dandelion, Bicknell’s geranium, lamb’s-quarters, Canada thistle, shepherd’s-purse, and common plantain observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
687,2c60e528-b33f-4010-88a4-ced655594562,23,Landscape - Soil Heaving/Erosion,--,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
687,2c60e528-b33f-4010-88a4-ced655594562,23,Landscape - Soil Heaving/Erosion,--,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
688,2c60e528-b33f-4010-88a4-ced655594562,24,Vegetation - Weeds,"Moderate densities of stinkweed, annual hawk’s-beard, and flixweed observed. Grasses at this location are beginning to establish well and will likely out-compete weeds.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
689,2c60e528-b33f-4010-88a4-ced655594562,25,Vegetation - Weeds,Weed issue observed from KP 7.3 to KP 7.4 (west edge of trees adjacent to the river to the toe of the slope). High density of stinkweed observed.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
690,2c60e528-b33f-4010-88a4-ced655594562,26,Vegetation - Establishment,Establishment issue observed from KP 7.3 to KP 7.4. Vegetation parameters on RoW not equal to vegetation parameters off the RoW. A high amount of bare soil observed. No soil issues observed.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
691,2c60e528-b33f-4010-88a4-ced655594562,27,Vegetation - Weeds,"Weed issue observed from KP 8.11 to KP 8.41. Moderate densities of flixweed and annual hawk’s-beard observed. High densities of stinkweed, lamb’s-quarters, and wild buckwheat observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
692,2c60e528-b33f-4010-88a4-ced655594562,28,Vegetation - Weeds,"Weed issue observed along entire quarter-section. Low densities of dandelion and annual hawk’s-beard observed. Moderate densities of stinkweed, wild buckwheat, and lamb’s-quarters observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
693,2c60e528-b33f-4010-88a4-ced655594562,29,Vegetation - Establishment,Establishment issue observed along entire quarter-section. Vegetation parameters on RoW not equal to vegetation parameters off the RoW. Quarter-section has been recently disturbed. No reseeding evident.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
694,2c60e528-b33f-4010-88a4-ced655594562,30,Vegetation - Weeds,"Weed issue observed along entire quarter-section. Low densities of hemp nettle, dandelion, and bluebur observed. Moderate densities of wild buckwheat and stinkweed observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
695,2c60e528-b33f-4010-88a4-ced655594562,31,Vegetation - Establishment,Establishment issue observed along entire quarter-section. Vegetation parameters on RoW not equal to vegetation parameters off the RoW. Quarter-section has been recently disturbed. No reseeding evident.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
696,2c60e528-b33f-4010-88a4-ced655594562,32,Soil - Topsoil depth,Admixing issue observed at KP 9.18. Subsoil is present with no topsoil cover. Affected area is approximately 30 m x 30 m x 20 m.,3,0,0,0,0,0,0,0,0,0,0,0,0,soil
697,2c60e528-b33f-4010-88a4-ced655594562,33,Vegetation - Weeds,"Weed issue observed along entire quarter-section. Low densities of flixweed, dandelion, hemp nettle, common horsetail, Canada thistle, maple-leaved goosefoot, annual sow-thistle, perennial sow-thistle, Bicknell’s geranium, and common plantain observed. Moderate densities of lamb’s-quarters, annual hawk’s-beard, and stinkweed observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
698,2c60e528-b33f-4010-88a4-ced655594562,34,Vegetation - Establishment,Establishment issue observed along entire quarter-section. Vegetation parameters on RoW not equal to vegetation parameters off the RoW. Quarter-section has been recently disturbed. No reseeding evident.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
699,2c60e528-b33f-4010-88a4-ced655594562,35,Soil - Topsoil Depth,Admixing issue observed at KP 10.03. Several small patches where subsoil is present at the surface with no topsoil cover.,3,0,0,0,0,0,0,0,0,0,0,0,0,soil
700,2c60e528-b33f-4010-88a4-ced655594562,36,Vegetation - Weeds,"Weed issue observed along entire quarter-section. Low densities of shepherd’s-purse, bluebur, prickly lettuce, pineappleweed, flixweed, dandelion, hemp nettle, common horsetail, Canada thistle, maple-leaved goosefoot, and ball mustard observed. Moderate densities of lamb’s-quarters, annual hawk’s-beard, and stinkweed observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
701,2c60e528-b33f-4010-88a4-ced655594562,37,Vegetation - Establishment,Establishment issue observed along entire quarter-section. Vegetation parameters on RoW not equal to vegetation parameters off the RoW. Quarter-section has been recently disturbed. No reseeding evident.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
702,2c60e528-b33f-4010-88a4-ced655594562,38,Soil - Topsoil depth,Admixing issue observed at KP 10.94. Several small patches where subsoil is present at the surface with no topsoil cover.,3,0,0,0,0,0,0,0,0,0,0,0,0,soil
703,2c60e528-b33f-4010-88a4-ced655594562,39,Landscape - Erosion,"Erosion issue observed from KP 10.64 to KP 10.84 (50 cm wide, 20 cm deep).",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
704,2c60e528-b33f-4010-88a4-ced655594562,40,Vegetation - Establishment,Establishment issue observed from KP 11.00 to KP 11.49 along entire quarter-section. Vegetation parameters on RoW not equal to vegetation parameters off the RoW. Area has been recently disturbed. No reseeding evident.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
705,2c60e528-b33f-4010-88a4-ced655594562,41,Landscape - Erosion,--,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
706,2c60e528-b33f-4010-88a4-ced655594562,42,Vegetation - Establishment,Establishment issue observed from KP 11.49 to KP 12.10. Vegetation parameters on RoW not equal to vegetation parameters off the RoW. Area has been recently disturbed. No reseeding evident.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
707,2c60e528-b33f-4010-88a4-ced655594562,43,Vegetation - Weeds,"Weed issue observed along entire quarte-section. Low densities of foxtail barley, dandelion, common peppergrass, bluebur, flixweed, and sheperd's-purse observed. Moderate densities of pineappleweed, stinkweed, annual hawk's-beard, and lamb's-quarters observed.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
708,2c60e528-b33f-4010-88a4-ced655594562,44,Vegetation - Establishment,Issue observed from KP 12.18 to KP 12.68. in 2014. Several patches of bare soil observed. Vegetation parameters on RoW not equal to vegetation parameters off the RoW.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
709,2c60e528-b33f-4010-88a4-ced655594562,45,Landscape - Erosion,"Erosion issue observed from KP 12.50 to KP 12.68. Several rills (30 cm wide, 15 cm deep) observed.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
710,2c60e528-b33f-4010-88a4-ced655594562,46,No issues observed,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
711,2c60e528-b33f-4010-88a4-ced655594562,47,Landscape - Trench crown,"Excessive trench crown (1.0 m wide, 0.25 m high) observed at edge of field from KP 13.81 to KP 14.03. Issue is causing crop growth problems. A small ditch (30 cm wide, 10 cm deep) has formed that runs adjacent to the crown, also causing crop growth problems.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
712,2c60e528-b33f-4010-88a4-ced655594562,48,Landscape - Subsidence,"Subsidence issue (25 cm wide, 15 cm deep) observed from KP 14.0 to KP 14.75. Subsided area is located over the trench and is causing crop growth problems.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
713,2c60e528-b33f-4010-88a4-ced655594562,49,Landscape - Subsidence,"Subsidence issue (30 cm wide, 10 cm deep) observed from KP 14.75 to KP 14.99. Subsided area is located over the trench and is causing crop growth problems.",0,0,0,0,0,0,0,0,2,0,0,0,0,physical
714,2c60e528-b33f-4010-88a4-ced655594562,50,No issues observed,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
715,2c60e528-b33f-4010-88a4-ced655594562,51,No issues observed,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
716,2ea59c63-7d39-4307-85fd-405cbb125afe,1,Drainage / Vegetation / Construction Debris,"There is  soil  slumping  and  w ater  ponding  (caused  or compounded by livestock) w here the Pipeline crosses the Shell  line. There is a considerable amount of construction debris  at  the  site  from  the  v arious  lines in the immediate area.  Vegetativ e cover from kickoff to, and up the first slope to the south is poor (again this has also been impacted by  liv estock).",0,1,0,0,0,0,0,0,1,0,0,0,0,vegetation
716,2ea59c63-7d39-4307-85fd-405cbb125afe,1,Drainage / Vegetation / Construction Debris,"There is  soil  slumping  and  w ater  ponding  (caused  or compounded by livestock) w here the Pipeline crosses the Shell  line. There is a considerable amount of construction debris  at  the  site  from  the  v arious  lines in the immediate area.  Vegetativ e cover from kickoff to, and up the first slope to the south is poor (again this has also been impacted by  liv estock).",0,1,0,0,0,0,0,0,1,0,0,0,0,physical
717,2ea59c63-7d39-4307-85fd-405cbb125afe,2,Drainage / Erosion,"A sw ale at KP 0.950 w as not adequately  collecting w ater from  the  east  side  of  the  right-of-w ay   (ROW).    Also,  the sw ale  w as  not armored and an erosion gully  had formed across the ROW.",0,0,0,0,0,0,0,0,1,0,0,0,0,physical
718,2ea59c63-7d39-4307-85fd-405cbb125afe,3,Contour,"Due to liv estock trampling,  a  portion  of  the  bank  has slumped into  the  non-classified  drainage  (NCD)  and is impacting w ater flow .",0,0,0,0,0,0,0,0,1,0,0,0,0,physical
719,2ea59c63-7d39-4307-85fd-405cbb125afe,4,Vegetation / Erosion,Vegetation establishment and grow th is light from the top of the bank of the watercourse at KP 1.030 for about 200 m to the south.  Erosion gullies have developed in the tw o w ater div ersion  berms on the slope up to KP 2.000.  Vegetation establishment  through  the  remainder  of  the  area  is  v ery  good to ex tensiv e.,0,1,0,0,0,0,0,0,1,0,0,0,0,vegetation
719,2ea59c63-7d39-4307-85fd-405cbb125afe,4,Vegetation / Erosion,Vegetation establishment and grow th is light from the top of the bank of the watercourse at KP 1.030 for about 200 m to the south.  Erosion gullies have developed in the tw o w ater div ersion  berms on the slope up to KP 2.000.  Vegetation establishment  through  the  remainder  of  the  area  is  v ery  good to ex tensiv e.,0,1,0,0,0,0,0,0,1,0,0,0,0,physical
720,2ea59c63-7d39-4307-85fd-405cbb125afe,5,Subsidence / Erosion / Vegetation,"There is minor to significant ditch and bellhole subsidence (as  noted  in  the  first  y ear  PCEM)  along  the  length of the ROW in both the improv ed and non-improved pasture lands / grazing leases between KP 2.220 and KP 9.925 (it should be noted  that  ditch  settlement  now   appears to be complete).  Div ersion  berms  hav e  been  compromised  at  sev eral locations as a result of subsidence and subsidence has also resulted  in erosion, drainage and w ater ponding issues at v arious  locations.    Vegetativ e  establishment is generally  good w ith isolated locations of poor cov erage and/or poor grow th.  Livestock usage has compounded the abov e noted issues.  Weeds (primarily Canada Thistle) were observed in v arious  densities  at  v arious  locations across the grazing areas  (often  in  less  or  equiv alent  densities  to  adjacent lands).",0,1,0,0,0,0,0,0,2,0,0,0,0,vegetation
720,2ea59c63-7d39-4307-85fd-405cbb125afe,5,Subsidence / Erosion / Vegetation,"There is minor to significant ditch and bellhole subsidence (as  noted  in  the  first  y ear  PCEM)  along  the  length of the ROW in both the improv ed and non-improved pasture lands / grazing leases between KP 2.220 and KP 9.925 (it should be noted  that  ditch  settlement  now   appears to be complete).  Div ersion  berms  hav e  been  compromised  at  sev eral locations as a result of subsidence and subsidence has also resulted  in erosion, drainage and w ater ponding issues at v arious  locations.    Vegetativ e  establishment is generally  good w ith isolated locations of poor cov erage and/or poor grow th.  Livestock usage has compounded the abov e noted issues.  Weeds (primarily Canada Thistle) were observed in v arious  densities  at  v arious  locations across the grazing areas  (often  in  less  or  equiv alent  densities  to  adjacent lands).",0,1,0,0,0,0,0,0,2,0,0,0,0,physical
721,2ea59c63-7d39-4307-85fd-405cbb125afe,6,Rutting / Bank Disturbance,"Liv estock, v ehicle and ATV (third party  usage) rutting and bank disturbance was observ ed in the non-v isible channel (NVC) at KP 3.632",0,0,0,0,0,0,0,0,1,1,0,0,0,physical
721,2ea59c63-7d39-4307-85fd-405cbb125afe,6,Rutting / Bank Disturbance,"Liv estock, v ehicle and ATV (third party  usage) rutting and bank disturbance was observ ed in the non-v isible channel (NVC) at KP 3.632",0,0,0,0,0,0,0,0,1,1,0,0,0,wetlands
722,2ea59c63-7d39-4307-85fd-405cbb125afe,7,Rutting / Bank Disturbance,"Liv estock, v ehicle and ATV (third party  usage) rutting and bank disturbance w as observ ed in the NVC at KP 3.771",0,0,0,0,0,0,0,0,1,1,0,0,0,physical
722,2ea59c63-7d39-4307-85fd-405cbb125afe,7,Rutting / Bank Disturbance,"Liv estock, v ehicle and ATV (third party  usage) rutting and bank disturbance w as observ ed in the NVC at KP 3.771",0,0,0,0,0,0,0,0,1,1,0,0,0,wetlands
723,2ea59c63-7d39-4307-85fd-405cbb125afe,8,No issues observ ed,"No env ironmental issues w ere observ ed at the S6 at  KP  5.239.    The  banks,  bed  and  channel  are  stable  and v egetated.  No work was conducted within close proximity of this watercourse.",0,0,0,0,0,0,0,0,0,3,0,0,0,wetlands
724,2ea59c63-7d39-4307-85fd-405cbb125afe,9,No issues observ ed,No env ironmental issues w ere observ ed at the NVC at  KP 5.239,0,0,0,0,0,0,0,0,0,0,0,0,0,
725,2ea59c63-7d39-4307-85fd-405cbb125afe,10,No issues observ ed,No env ironmental issues w ere observ ed at the NVC at  KP 7.407,0,0,0,0,0,0,0,0,0,0,0,0,0,
726,2ea59c63-7d39-4307-85fd-405cbb125afe,11,No issues observ ed,No env ironmental issues w ere observ ed at the NVC at  KP 7.579,0,0,0,0,0,0,0,0,0,0,0,0,0,
727,2ea59c63-7d39-4307-85fd-405cbb125afe,12,No issues observ ed,No env ironmental issues w ere observ ed at the NVC at  KP 8.187,0,0,0,0,0,0,0,0,0,0,0,0,0,
728,2ea59c63-7d39-4307-85fd-405cbb125afe,13,Subsidence,Bellhole and ditch subsidence w as observ ed on the upper slope adjacent to the north property  boundary .,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
729,2ea59c63-7d39-4307-85fd-405cbb125afe,14,Subsidence / Erosion / Contour / Drainage,"Minor  subsidence  w as  observ ed in  sev eral  locations betw een  KP  11.040 to KP 11.870.  In addition, final ROW grade failed to  account for tw o  natural  w ater runs  at approx imately KP 11.110 and KP 11.145 leading to w ater running  dow n the  ROW to the  south  causing  erosion channels.   ROW  grade  also failed to  achiev e  natural contours  and  drainage  on  the  north side of Sunset Creek leading to significant w ater ponding (as communicated by  the landow ner).  Final grade on the south of Sunset Creek w as left in an unusually  rough state causing a loss of land hay  production on the ROW (as communicated by  the land renter).  A significant v olume of course fragments (w oody  debris) w as observed embedded in the ROW adjacent to the temporary  w ork space (TWS) at KP 11.100.",0,0,0,0,0,0,0,0,3,0,0,0,0,physical
730,2ea59c63-7d39-4307-85fd-405cbb125afe,15,No issue,"Armoring, bed and banks are stable on Sunset Creek at KP 11.513.  The riparian zone is well vegetated.  Silt fencing (in v arious  states  of  disrepair)  and other construction related debris w as observ ed at the site.",0,0,0,0,0,0,0,0,2,2,0,0,0,physical
730,2ea59c63-7d39-4307-85fd-405cbb125afe,15,No issue,"Armoring, bed and banks are stable on Sunset Creek at KP 11.513.  The riparian zone is well vegetated.  Silt fencing (in v arious  states  of  disrepair)  and other construction related debris w as observ ed at the site.",0,0,0,0,0,0,0,0,2,2,0,0,0,wetlands
731,2ea59c63-7d39-4307-85fd-405cbb125afe,16,Erosion,This  property   is  currently   being used for hay  production.  Minor  to  moderate  subsidence  w as observ ed on ditch at v arious locations from KP 11.890 to KP 13.090 (as was also communicated by  the land renter).,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
732,2ea59c63-7d39-4307-85fd-405cbb125afe,17,Weeds,"Vegetativ e  cov er  is w ell established throughout the ROW from 13.090 to KP 13.975, including w etland v egetation in the low  ly ing (w etland) areas.  In general this is low  ly ing poorly   drained land that is  not improv ed  or  used  for production.  There is flooding as a result of beav er damns to the  north  of the  ROW  adjacent to the  road.    Sev eral significant  patches  of  Canada  Thistle  w ere  noted  to  the south of the NVC.  No other concerns w ere noted.",0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
733,2ea59c63-7d39-4307-85fd-405cbb125afe,18,No issues observ ed,No env ironmental issues w ere observ ed at the NVC at  KP 13.559.,0,0,0,0,0,0,0,0,0,0,0,0,0,
734,2ea59c63-7d39-4307-85fd-405cbb125afe,19,Subsidence / Drainage,"This  property   is  currently   being used for hay  production.  Minor to significant subsidence w as observ ed on ditch for most of the ROW from KP 13.985 to KP 14.540 and at the KP  13.985  bellhole,  in  addition  to  contouring  and  w ater ponding issues also at this bellhole location.",0,0,0,0,0,0,0,0,1,0,0,0,0,physical
735,2ea59c63-7d39-4307-85fd-405cbb125afe,20,Subsidence,This  property   has  been  and  w as  being  used  for  hay  production  this  past y ear and w as cultiv ated this fall for a transition to a grain crop.  Minor subsidence was observed in v arious locations on ditch from KP 14.540 to KP 14.850 with minor to significant subsidence observed from KP 15.000 to KP 15.250 (as w as also communicated by  the ow ner).,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
736,2ea59c63-7d39-4307-85fd-405cbb125afe,21,No issues observ ed,No env ironmental issues w ere observ ed at the S6 at  KP 15.273.,0,0,0,0,0,0,0,0,0,0,0,0,0,
737,2ea59c63-7d39-4307-85fd-405cbb125afe,22,Subsidence / Drainage,This  property   is  currently   being used for hay  production.  Minor to significant subsidence was observed on ditch and at the  bellholes  in  v arious  locations  from  KP  15.420  to  KP 16.390.    Significant  subsidence  w as  observ ed  ov er  the foreign  lines  w here  sight  holes  w ere  placed  for  hotline crossings.  Inadequate grade / contours were causing w ater ponding on the Pipeline and adjacent line at KP 15.950 and KP 16.340 (as per landow ner feedback).,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
738,2ea59c63-7d39-4307-85fd-405cbb125afe,23,Coarse Fragments,This  property   is  currently   being used for hay  production.  Vegetativ e cov er is  w ell  established.   There  w ere considerable numbers of coarse fragments (w oody  debris) on the surface.  No other concerns w ere noted.,0,0,0,0,0,0,0,0,2,0,0,0,0,physical
739,2ea59c63-7d39-4307-85fd-405cbb125afe,24,Subsidence / Drainage,A portion of this production is currently  being used for hay  production and the landow ner intends to cultiv ate the north portion.  Minor to significant subsidence w as observ ed on ditch  and  at  the  bellholes  in  v arious  locations  from  KP 16.670 to KP 18.150.  The surface contours on the w est and east  sides  of  the  267  Road  crossing  w ere  also  causing drainage  issues  and  w ater  ponding  (as  per  landow ner feedback).,0,0,0,0,0,0,0,0,1,0,0,0,0,physical
740,2ea59c63-7d39-4307-85fd-405cbb125afe,25,No issues observ ed,No env ironmental issues w ere observ ed at the NVC at  KP 16.888.,0,0,0,0,0,0,0,0,0,0,0,0,0,
741,2ea59c63-7d39-4307-85fd-405cbb125afe,26,No issues observ ed,No env ironmental issues w ere observ ed at the S6 at  KP 16.947.,0,0,0,0,0,0,0,0,0,0,0,0,0,
742,2ea59c63-7d39-4307-85fd-405cbb125afe,27,Subsidence,"This  property   is  currently   being used for hay  production.  Vegetativ e  cov er is w ell established.  How ev er, minor to moderate  subsidence  w as  noted on ditch for much of the ROW betw een KP 18.150 to KP 18.950.  No other concerns w ere observ ed.",0,0,0,0,0,0,0,0,1,0,0,0,0,physical
743,2ea59c63-7d39-4307-85fd-405cbb125afe,28,No issue,A  portion  of  this  property   is  currently   being used for hay  production.  Vegetative cov er is w ell established up to the Sunset CS.  A w etland has formed in the low lying portion of the ROW (in the forested area) at approx imately KP 19.175 (adjacent to the w illow stands).  The area is stable and the new ly   formed  w etland  is  not causing concern.  No other concerns w ere noted,0,0,0,0,0,0,0,0,0,0,0,0,0,
744,2ea59c63-7d39-4307-85fd-405cbb125afe,29,Vegetation,"Much of this site around the perimeter of the fenced station had been hy dro-seeded however, v egetation establishment did  not  meet  standard  and  erosion  gullies  had  formed  in sev eral  locations on slopes.  An issue concerning topsoil replacement  had  been  noted  in  the  prev iously  submitted Year 1 Schedule ""B"" Assessment.  The 2015 environmental inspection  confirmed these findings and also re-confirmed the  locations  requiring  topsoil  placement  and seeding.  A large log/w oody debris pile was also observ ed along w ith a surface drainage issue on the w est side of the site.",0,1,0,0,0,0,0,0,0,0,0,0,0,vegetation
745,314efbf0-8ff1-437d-bb3e-220d45addfeb,1,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
746,314efbf0-8ff1-437d-bb3e-220d45addfeb,2,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
747,314efbf0-8ff1-437d-bb3e-220d45addfeb,3,Soil – subsidence.,"Subsidence issue (150 cm wide, 30 cm deep) observed from KP 1.0 to KP 1.8. Subsided area is located over the trench and is causing drainage problems within the wetland area.",1,0,0,0,0,0,0,0,1,0,0,0,0,soil
747,314efbf0-8ff1-437d-bb3e-220d45addfeb,3,Soil – subsidence.,"Subsidence issue (150 cm wide, 30 cm deep) observed from KP 1.0 to KP 1.8. Subsided area is located over the trench and is causing drainage problems within the wetland area.",1,0,0,0,0,0,0,0,1,0,0,0,0,physical
748,314efbf0-8ff1-437d-bb3e-220d45addfeb,4,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
749,314efbf0-8ff1-437d-bb3e-220d45addfeb,5,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
750,314efbf0-8ff1-437d-bb3e-220d45addfeb,6,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
751,314efbf0-8ff1-437d-bb3e-220d45addfeb,7,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
752,314efbf0-8ff1-437d-bb3e-220d45addfeb,8,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
753,314efbf0-8ff1-437d-bb3e-220d45addfeb,9,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
754,314efbf0-8ff1-437d-bb3e-220d45addfeb,10,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
755,314efbf0-8ff1-437d-bb3e-220d45addfeb,11,No issues observed.,No issues observed on right-of-way.,0,0,0,0,0,0,0,0,0,0,0,0,0,
756,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,1,Vegetation - Establishment,High density of creeping (Canada) thistle and perennial sow-thistle observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
757,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,2,Vegetation - Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
758,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,3,Vegetation - Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
759,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,4,Vegetation – Weeds,"High density of flixweed, kochia, foxtail barley, wild buckwheat and lamb's-quarters on construction right-of-way.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
760,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,5,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,soil
760,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,5,Soils - Subsidence,--,1,0,0,0,0,0,0,0,1,0,0,0,0,physical
761,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,6,Vegetation - Weeds,"High density of foxtail barley, gumweed and flixweed observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
762,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,7,Vegetation - Weeds,"High density of foxtail barley, gumweed and flixweed observed on construction right-of-way during ground reconnaissance.",0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
763,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,8,Vegetation – Crop Growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,soil
763,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,8,Vegetation – Crop Growth,--,1,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
764,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,9,Soils - Compaction,--,2,0,0,0,0,0,0,0,0,0,0,0,0,soil
765,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,10,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
766,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,11,Vegetation – Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
767,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,12,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
768,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,13,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
769,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,14,Vegetation - Weeds,High density of foxtail barley and kochia observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
770,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,15,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
771,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,16,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
772,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,17,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
773,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,18,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
774,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,19,Vegetation - Establishment,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
775,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,20,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
776,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,21,Vegetation - Weeds,Moderate density of foxtail barley on construction right-of-way.,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
777,3c7a156c-ba27-4cbf-98ea-b6fa295fea43,22,Vegetation - Weeds,--,0,2,0,0,0,0,0,0,0,0,0,0,0,vegetation
