a7d32500-cb44-41ae-8c61-fbf7ce97a052,39,KP 23.037 to KP 23.852,Stev enson Property,Contouring,"There is good v egetation establishment on the ROW across this property .  The slopes are stable and all surface breakers are w orking well.  How ever, there w as w ater ponding on the ROW on the lev el bench to the south of Farrell Creek.",The area on the ROW and adjacent to the ROW (at the landow ners request) w as re-graded to establish a self draining contour to deal w ith all w ater ponding on and just off the ROW.  The area w as then seeded (to a landow ner requested mix ) and track packed (see Photos 11 and 12 in Section 5.2).,Resolv ed,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,6,Lowering of Soil Productivity through Topsoil/Subsoil Admixing,--,--,--,--,No environmental issues identified during the 2012 PCMP,,2. Soil and Soil Productivity,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,7,Degradation of Soil Structure and Soil Productivity through Compaction and Rutting,--,--,--,--,No environmental issues identified during the 2012 PCMP.,,2. Soil and Soil Productivity,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,8,Loss of Topsoil through Wind Erosion,--,--,--,--,No environmental issues identified during the 2012 PCMP.,,2. Soil and Soil Productivity,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,9,Trench Subsidence,--,--,--,--,No environmental issues identified during the 2012 PCMP201121210PCMP.,,2. Soil and Soil Productivity,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,18,Alteration of Natural  Flow Patterns,--,--,--,--,No environmental issues identified during the 2012 PCMP.,,4. Water Quality and Quantity,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,19,Alteration  of  Fish and  Fish  Habitat along the Route,--,--,--,--,No environmental issues identified during the 2012 PCMP.,,5. Fish and Fish Habitat,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,20,Increased Sedimentation,--,--,--,--,No environmental issues identified during the 2012,,5. Fish and Fish Habitat,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,25,Alteration of Wildlife Habitat along the Route,--,--,--,--,No environmental issues identified during the 2012 PCMP.,,7. Wildlife and Wildlife Habitat,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,26,Loss  of  Species at Risk  or  Species  of Special Status,--,--,--,--,No environmental issues identified during preconstruction activities.,,8. Species at Risk or Species of Special Status,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,27,Alteration of Air Quality along the Route,--,--,--,--,No environmental issues identified during preconstruction activities.,,9. Air Quality,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,28,Alteration of the Acoustic Environment along the Route,--,--,--,--,No environmental issues identified during preconstruction activities.,,10.    Acoustic Environment,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Biophysical Element,Legal Land Description (W6M) and Kilometer Post (KP),Land Use,2011 Issue Identified,Potential Adverse Environmental Effect,Issues Identified in  2012 Monitoring,Recommendations,VEC,GIS,Topic,,,,,,,,
c046f97b-e73f-48ff-8a9c-d43b761ed7f2,29,Loss or alteration of Heritage Resources along the Route,--,--,--,--,No environmental issues identified during the 2012 PCMP.,,11.    Heritage Resources,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,34,VME2029,Disturbed Land,Railway (N/A),3+742 to 3+761,• Railway crossing,None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,35,VME2040,Disturbed Land,Noxious Weeds (Low),3+761 to 3+773,"• Perennial sow thistle (Sonchus arvensis), bull thistle (Cirsium vulgare), common ragweed (Ambrosia artemisiifolia) and creeping thistle (Cirsium arvense) were observed to be comparable on and off ROW • Parcel is north of the railway and borders another disturbance to the northeast",None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,36,VME2040,Disturbed Land,Plant Growth (Low),3+761 to 3+773,• Limited plant growth and bare areas were observed on the ROW which were comparable to off the ROW,None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,37,VME2039,Disturbed Land,Noxious Weeds (Low),3+773 to 3+863,"• Perennial sow thistle (Sonchus arvensis), bull thistle (Cirsium vulgare), common ragweed (Ambrosia artemisiifolia) and creeping thistle (Cirsium arvense) were observed to be comparable on and off ROW • Area is disturbed with historical soil pile on the easement • Parcel borders another disturbance to the east",None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,38,VME2039,Disturbed Land,Plant Growth (Low),3+773 to 3+863,• Limited plant growth and bare areas were observed on the ROW which were comparable to off the ROW,None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,39,VME2038,Disturbed Land,Plant Growth (N/A),3+863 to 3+900,• Area is disturbed with historical soil pile observed in the area,None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,40,VME2038,Disturbed Land,Plant Growth (Low),3+900 to 3+918,• Small fenced area with good vegetative coverage (grasses),None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,41,VME1005,Disturbed Land,Road (N/A),3+918 to 3+938,• Road crossing (Kirby Road),None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,47,VME1010,Disturbed Land,Road (N/A),5+193 to 5+213,•Road crossing,None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,69,VME1013,Disturbed Land,Road (N/A),8+017 to 8+108,• Road crossing (Hwy 27),None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,70,VME1014,Disturbed Land,Plant Growth (Low),8+108 to 8+500,• Limited plant growth  • Trace covers of establishing native vegetation  • Bare patches are consistent with Year 1 vegetation for disturbed land (land use) and are not a concern  • Some of the bare areas are associated with the greenhouse nearby,None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,95,VME1021,Disturbed Land,Road (N/A),10+738 to 10+769,• Road crossing (Kirby Road),None,No issue,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,104,VME1025,Disturbed Land,Erosion (Moderate),11+240 to 11+400,"• Minor rill erosion was observed on the slope with no erosion control measures in place • Repairs completed on August 27 and October 22, 2018",Monitor in 2019,Unresolved,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
tableId,rowIndex,Location (Parcel),Land Use,Condition/ Issues Noted (Rating),"Kilometre Post1,2",Notes,Recommendation(s),Status,,,,,,,,,,,
c070f415-a562-4d98-be28-88b8aafb2e2c,105,VME1025,Disturbed Land,Plant Growth (Moderate),11+500 to 11+595,• Sediment control measures were installed and should remain in place • Limited plant growth along slope,Monitor in 2019,Unresolved,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
